databaseId	name	imageUrl	cardBack	type	packName	set	loadGroupId	faction	subtitle	cost	requires	provides	fighting	power	body	rarity	designators	text
redwedding_stand_together_rw	Stand Together	shadowfist/red-wedding/Shadowfist-RedWedding-StandTogether.jpg	default	Edge	Red Wedding	redwedding	playerNDeck	Unaligned	Edge	1						Uncommon	stand together	Limited. You must have at least two resources each from two different factions in your pool to play this card. Choose a designator when you play this card. All Characters with that designator gain +1 Fighting.
redwedding_stone_dolmens_rw	Stone Dolmens	shadowfist/red-wedding/Shadowfist-RedWedding-StoneDolmens.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Feng Shui Site	Feng Shui Site					1	8	Common	stone dolmen	Turn to smoke a State on a card you own.
redwedding_stone_spirals_rw	Stone Spirals	shadowfist/red-wedding/Shadowfist-RedWedding-StoneSpirals.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Feng Shui Site	Netherworld Feng Shui Site					1	8	Common	stone spiral netherworld	Gain 1 Power when an opponent plays a card at a reduced cost due to a card he or she controls.
redwedding_ten_thousand_agonies_rw	Ten Thousand Agonies	shadowfist/red-wedding/Shadowfist-RedWedding-TenThousandAgonies.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Demon Lord	4	{lot}{lot}{lot}{mag}	{lot}	9			Rare	ten thousand agony demon lord	Unique. All damage inflicted on Ten Thousand Agonies is increased by 1.
redwedding_the_bazaar_pr	The Bazaar	shadowfist/red-wedding/Shadowfist-RedWedding-TheBazaar.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Unaligned	Netherworld Battleground Site	0				0	5	Promo	bazaar netherworld battleground	Unique. Any player who seizes this card gains 1 Power. If this Site is in your front row, you may turn it to draw a card, then shuffle one card from your hand into your deck.
redwedding_the_enemy_of_my_enemy_rw	The Enemy of my Enemy	shadowfist/red-wedding/Shadowfist-RedWedding-TheEnemyOfMyEnemy.jpg	default	Edge	Red Wedding	redwedding	playerNDeck	Ascended	Edge	1	{asc}{asc}					Uncommon	enemy my	Once per turn, you may give an opponent one Power :: Draw two cards.
redwedding_the_forest_of_fallen_banners_rw	The Forest of Fallen Banners	shadowfist/red-wedding/Shadowfist-RedWedding-TheForestOfFallenBanners.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Unaligned	Netherworld Site	2				1	7	Rare	forest fallen banner netherworld	Unique. Generates no Power if there are Characters at this location. Draw a card when a Character you control is smoked by an opponent.
redwedding_the_ickies_rw	The Ickies	shadowfist/red-wedding/Shadowfist-RedWedding-TheIckies.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Unaligned	Netherworld Rabble	1			1			Common	icky netherworld rabble	At the end of your turn, steal 1 Power from any one opponent who is closer to victory than you. Only one"The Ickies"may trigger each turn.
redwedding_the_orange_principle_rw	The Orange Principle	shadowfist/red-wedding/Shadowfist-RedWedding-TheOrangePrinciple.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Guiding Hand	Event	1	{han}{chi}					Common	orange principle	Shuffle X cards from your hand into your deck :: Draw X+1 cards.
redwedding_the_thunder_dome_rw	The Thunder Dome	shadowfist/red-wedding/Shadowfist-RedWedding-TheThunderDome.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Four Monarchs	Netherworld Site	3	{mon}	{mon}		2	8	Rare	thunder dome netherworld	Unique. Turn to look through your deck for a Faceoff Event, show it to your opponents, and put it in your hand. Turn to immediately play a Faceoff Event from your smoked pile. That card is considered to be Toast-It.
redwedding_throne_of_skulls_rw	Throne of Skulls	shadowfist/red-wedding/Shadowfist-RedWedding-ThroneOfSkulls.jpg	default	Edge	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Edge	1	{lot}{lot}{mag}					Rare	throne skull	Unique. Gain 1 Power when a Unique Character is smoked.
redwedding_thunder_apprentice_rw	Thunder Apprentice	shadowfist/red-wedding/Shadowfist-RedWedding-ThunderApprentice.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Four Monarchs	Fledgling Sorcerer	1	{mon}	{mon}{mag}	1			Common	thunder apprentice fledgling sorcerer	Turn to give target Character +1 damage until the end of the turn.
redwedding_thunder_gladiator_rw	Thunder Gladiator	shadowfist/red-wedding/Shadowfist-RedWedding-ThunderGladiator.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Four Monarchs	Netherworld Warrior	1		{mon}	1			Common	thunder gladiator netherworld warrior	You may substitute {mon} for each resource condition of a Faceoff Event. This card's rules text is still active in your smoked pile.
redwedding_tracer_implant_rw	Tracer Implant	shadowfist/red-wedding/Shadowfist-RedWedding-TracerImplant.jpg	default	State	Red Wedding	redwedding	playerNDeck	Architects of the Flesh	Arcanowave State	0	{arc}					Common	tracer implant arcano wave	When subject Character turns, it takes 1 damage and you may unturn a Character you control. Smoke this card if you control its subject.
redwedding_trade_center_rw	Trade Center	shadowfist/red-wedding/Shadowfist-RedWedding-TradeCenter.jpg	default	Site	Red Wedding	redwedding	playerNDeck	Unaligned	Site	3				2	9	Common	trade center	Feng Shui Sites to the immediate right and left of this card generate no Power.
redwedding_transmogrification_rw	Transmogrification	shadowfist/red-wedding/Shadowfist-RedWedding-Transmogrification.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Four Monarchs	Event	0	{mon}{mag}					Common	transmogrification	Smoke a State on target Character, and inflict X damage on that Character. X= the cost of the State.
redwedding_twoface_rw	Two-Face	shadowfist/red-wedding/Shadowfist-RedWedding-TwoFace.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Jammers	Punk Anarchists	3	{jam}	{jam}	3			Rare	two face punk anarchist	Unique. Turn to take control of exactly two non-Unique Characters you do not control. They must each either cost 1 or neither require nor provide resources.
redwedding_uprising_rw	Uprising	shadowfist/red-wedding/Shadowfist-RedWedding-Uprising.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Unaligned	Event	X						Uncommon	uprising	Return to play from your smoked pile one plus one-half of X (round down) <Rebel> and <Rabble> Characters that are not Unique. X must be at least 3.
redwedding_verminous_rain_rw	Verminous Rain	shadowfist/red-wedding/Shadowfist-RedWedding-VerminousRain.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Event	0	{lot}{mag}					Common	verminous rain	Cancel the effects and rules text of target Site until the end of the turn. Reload: Toast two random cards in your smoked pile.
redwedding_violence_junkies_rw	Violence Junkies	shadowfist/red-wedding/Shadowfist-RedWedding-ViolenceJunkies.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Jammers	Crazy Rabble	2	{jam}{jam}	{jam}	5			Uncommon	violence junkies crazy rabble	When you play Violence Junkies from your hand, sacrifice an unturned Character. Must intercept attacks at their location.
redwedding_void_rw	Void	shadowfist/red-wedding/Shadowfist-RedWedding-Void.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Purists	Entropy Spirit	3	{pur}{mag}{mag}	{pur}{mag}	4			Uncommon	void entropy spirit	Unique. Toughness: 1. Once per turn, you may sacrifice a Character to unturn this card. Once per turn, you may toast a Character you control to heal this card.
redwedding_wandering_hero_rw	Wandering Hero	shadowfist/red-wedding/Shadowfist-RedWedding-WanderingHero.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Dragons	Netherworld Ally	3	{dra}	{dra}	3			Uncommon	wandering hero netherworld ally	+1 Fighting for every Character you control that shares one or more designators with one or more cards in play.
redwedding_war_of_attrition_rw	War of Attrition	shadowfist/red-wedding/Shadowfist-RedWedding-WarOfAttrition.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Architects of the Flesh	Event	1	{arc}{arc}					Uncommon	war attrition	Every player chooses a Character he or she controls if possible :: Smoke those Characters.
redwedding_wasting_curse_rw	Wasting Curse	shadowfist/red-wedding/Shadowfist-RedWedding-WastingCurse.jpg	default	Edge	Red Wedding	redwedding	playerNDeck	Eaters of the Lotus	Edge	1	{lot}{lot}					Uncommon	wasting curse	Characters with a cost of 4 or more take 1 damage when they unturn.
redwedding_wave_disruptor_rw	Wave Disruptor	shadowfist/red-wedding/Shadowfist-RedWedding-WaveDisruptor.jpg	default	Event	Red Wedding	redwedding	playerNDeck	High Tech	Event	1	{tek}{tek}					Common	wave disruptor	Inflict two damage on all opponents' Characters that provide more than 1 resource. Reload: 1
redwedding_wedding_gifts_pr	Wedding Gifts	shadowfist/red-wedding/Shadowfist-RedWedding-WeddingGifts.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Four Monarchs	Event	0	{mon}{dra}					Promo	wedding gift	One-Shot. Gain one Power for each unturned Character you do not control.
redwedding_wrath_of_the_monarchs_rw	Wrath of the Monarchs	shadowfist/red-wedding/Shadowfist-RedWedding-WrathOfTheMonarchs.jpg	default	Event	Red Wedding	redwedding	playerNDeck	Four Monarchs	Event	1	{mon}					Common	wrath monarch	Cancel and smoke a non-Unique <Netherworld> card.
redwedding_xiaoyang_yun_rw	Xiaoyang Yun	shadowfist/red-wedding/Shadowfist-RedWedding-XiaoyangYun.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Guiding Hand	Spy Mastermind	3	{han}{han}	{han}	3			Rare	xiaoyang yun spy mastermind	Unique. During your turn, opponents cannot play Events that require resources in your pool.
redwedding_yakuza_enforcer_rw	Yakuza Enforcer	shadowfist/red-wedding/Shadowfist-RedWedding-YakuzaEnforcer.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Unaligned	Killer Hood	3			4			Common	yakuza enforcer killer hood	Yakuza Enforcer takes no damage from cards you own. You cannot redirect damage to Yakuza Enforcer.
redwedding_zino_the_greek_rw	Zino the Greek	shadowfist/red-wedding/Shadowfist-RedWedding-ZinoTheGreek.jpg	default	Character	Red Wedding	redwedding	playerNDeck	Unaligned	Netherworld Information Broker	1			1			Rare	zino greek netherworld information broker	Unique. Turn to look at target player's hand. Take one card from that player's hand and put it on top of their deck. That player may pay 1 Power to take control of Zino the Greek.
reinforcements_abysmal_wyrm_re2_400	Abysmal Wyrm	shadowfist/reinforcements/Shadowfist-Reinforcements-AbysmalWyrm.jpg	default	Character	Reinforcements	reinforcements	playerNDeck	Eaters of the Lotus	Ancient Fire Demon	4	{lot}{mag}	{lot}	6			Fixed	abysmal wyrm ancient fire demon	This card heals at the end of each turn.
reinforcements_ancient_stone_arch_re2_400	Ancient Stone Arch	shadowfist/reinforcements/Shadowfist-Reinforcements-AncientStoneArch.jpg	default	Site	Reinforcements	reinforcements	playerNDeck	Feng Shui Site	Feng Shui Site					1	8	Fixed	ancient stone arch	Once per turn, when the rules text of an opponent's Feng Shui Site causes him or her to steal or gain Power, you may gain 1 Power. (This does not apply to generating Power.)
reinforcements_blood_and_thunder_re2_400	Blood and Thunder	shadowfist/reinforcements/Shadowfist-Reinforcements-BloodAndThunder.jpg	default	Event	Reinforcements	reinforcements	playerNDeck	Four Monarchs	Event	1	{mon}{mon}					Fixed	blood thunder	Play during an attack. Until the end of the attack, all attackers you control inflict +1 combat damage, and all <Thunder> attackers gain Unstoppable and an additional +1 combat damage.
reinforcements_bloody_but_unbowed_re2_400	Bloody but Unbowed	shadowfist/reinforcements/Shadowfist-Reinforcements-BloodyButUnbowed.jpg	default	Edge	Reinforcements	reinforcements	playerNDeck	Four Monarchs	Edge	1	{mon}{mon}{mon}					Fixed	bloody unbowed	Damaged Characters you control gain Ambush.
reinforcements_buddhist_gardener_re2_400	Buddhist Gardener	shadowfist/reinforcements/Shadowfist-Reinforcements-BuddhistGardener.jpg	default	Character	Reinforcements	reinforcements	playerNDeck	Guiding Hand	Master Geomancer	2	{han}	{han}{chi}	2			Fixed	buddhist gardener master geomancer	Turn and maintain and target a Site :: Cancel target. Turn and target a Site :: Heal up to 2 damage from target.
reinforcements_chi_detachment_re2_400	Chi Detachment	shadowfist/reinforcements/Shadowfist-Reinforcements-ChiDetachment.jpg	default	State	Reinforcements	reinforcements	playerNDeck	Magic	State	1	{mag}{mag}{mag}					Fixed	chi detachment	Play on a Character during any Main Shot. Subject is canceled and provides no resources.
reinforcements_chin_ken_re2_400	Chin Ken	shadowfist/reinforcements/Shadowfist-Reinforcements-ChinKen.jpg	default	Character	Reinforcements	reinforcements	playerNDeck	Guiding Hand	Kung Fu Master	4	{han}{han}{han}	{han}{chi}{chi}	7			Fixed	chin ken kung fu master	Unique. Once per turn, choose an opponent's Character at this location :: This card gains the rules text of that Character until the end of the turn.
reinforcements_circle_walking_re2_400	Circle Walking	shadowfist/reinforcements/Shadowfist-Reinforcements-CircleWalking.jpg	default	State	Reinforcements	reinforcements	playerNDeck	Guiding Hand	State	1	{han}{chi}					Fixed	circle walking	Play on a Character. Subject may not be intercepted by Characters whose cost is less than or equal to subject's printed cost.
reinforcements_cop_on_the_edge_re2_400	Cop on the Edge	shadowfist/reinforcements/Shadowfist-Reinforcements-CopOnTheEdge.jpg	default	Character	Reinforcements	reinforcements	playerNDeck	Dragons	Hard Target	4	{dra}{dra}	{dra}	6			Fixed	cop hard target	Guts. Unstoppable.
reinforcements_counterstrike_re2_400	Counterstrike	shadowfist/reinforcements/Shadowfist-Reinforcements-Counterstrike.jpg	default	Event	Reinforcements	reinforcements	playerNDeck	Ascended	Event	0	{asc}{asc}					Fixed	counterstrike	Play when an opponent smokes a card you control. Target that opponent :: Target must discard three cards at random.
reinforcements_covert_strike_squad_re2_400	Covert Strike Squad	shadowfist/reinforcements/Shadowfist-Reinforcements-CovertStrikeSquad.jpg	default	Character	Reinforcements	reinforcements	playerNDeck	Ascended	Sworn Ninjas	3	{asc}	{asc}	4			Fixed	covert strike squad sworn ninja	Tactics. When this card enters play, target a Character :: Turn target and inflict 2 Unstoppable non-combat damage on it.
reinforcements_dim_mak_re2_400	Dim Mak	shadowfist/reinforcements/Shadowfist-Reinforcements-DimMak.jpg	default	State	Reinforcements	reinforcements	playerNDeck	Chi	State	1	{chi}					Fixed	dim mak	Play on a Character. Subject gains +1 Fighting and Unstoppable. The next State you play on subject may be played at -1 cost.
reinforcements_dragon_hideout_re2_400	Dragon Hideout	shadowfist/reinforcements/Shadowfist-Reinforcements-DragonHideout.jpg	default	Site	Reinforcements	reinforcements	playerNDeck	Dragons	Netherworld Junkyard Site	2	{dra}	{dra}{tek}		1	6	Fixed	dragon hideout netherworld junkyard	Turn and maintain and target a <Netherworld>, <Hero> or <Techie> Character you control :: Target gains +1 Fighting.
reinforcements_endless_corridor_re2_400	Endless Corridor	shadowfist/reinforcements/Shadowfist-Reinforcements-EndlessCorridor.jpg	default	Site	Reinforcements	reinforcements	playerNDeck	Feng Shui Site	Netherworld Feng Shui Site					1	6	Fixed	endless corridor netherworld	Limited. Turn and target a player :: Rearrange that player's Site structure. This cannot move a Site to a position that was not previously occupied. This may change the target of an attack.
reinforcements_enhanced_banana_re2_400	Enhanced Banana	shadowfist/reinforcements/Shadowfist-Reinforcements-EnhancedBanana.jpg	default	State	Reinforcements	reinforcements	playerNDeck	Jammers	Experimental State	0	{jam}{jam}					Fixed	enhanced banana experimental	Weapon. Not Cumulative. Play on a Character. Subject gains +1 Fighting. Sacrifice this card :: Subject gains +2 Fighting until the end of the turn.
