cardid,name,cost,color,threshold,type,traits,unique,faction,text,attack,defense,setcode,source,rarity,pve,aionly,socketed,number,block,released,ingame,original,aaprint,reprint,aa,version,banned,notcollectable,artist,guid
3258,Wildshaper Kaliban,0,W,W,Champion,Elf Cleric,0,Ardent,[BASIC] [WILD]: [7] [ARROWR] Transform target troop you control into a random troop with cost +[(2)].,,24,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,4582d82b-d36f-4e83-9591-59837b637d05
3259,Shoku The Botanist,0,W,W,Champion,Shin'hare Mage,0,Underworld,[BASIC] [WILD]: [2] [ARROWR] Summon a <b>Dreadling</b>.,,19,hf,,g,0,0,0,0,0,1,1,0,0,0,0,0,,1,NULL,7f35883b-2a5c-4acc-b964-d1766c6cbba8
3357,Zannut,,,,Mercenary,Construct,0,,"<b><i>Beam of Malice</i></b> - [BASIC]: [10] [ARROWR] Deal 5 damage to target champion or troop.<p><b><i>Omen of Malice</i></b> - When you play a socketed card, add a Malice counter to you.<p><b><i>Harnessing Greater Power</i></b> - Your charge power costs [1] less for each malice counter you have.",,23,wheel5,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,NULL,dac755e7-f365-44ea-8a66-9c489e476fa9
3358,Baxoth of Korru,,,,Mercenary,Vennen Ranger,0,Underworld,"<b><i>Dread from the Dead</i></b> - [BASIC]: [2] [ARROWR] For each troop in opposing crypts, summon a <b>Dreadling</b>.<p><b><i>Nemesis of the Ardent</i></b> - When an [ARDENT] troop enters play under an opposing champion\\'s control, create a <b>Spiderling Egg</b> and put it into that champion\\'s deck. Then, bury three cards from that champion\\'s deck.",,24,wheel5,,c,1,0,0,0,0,1,1,0,0,0,0,0,,0,NULL,3fa0bf88-88ff-4ca6-b048-c525fc7ff16a
3359,Luther Rumbleblitz,,,,Mercenary,Dwarf Warrior,0,Underworld,"<b><i>Destructive Flight</i></b> - [BASIC]: [3] [ARROWR] Target troop gets <b>Rage 1</b>, <b>Flight</b> and \\""When this deals damage to an opposing champion, destroy a random opposing artifact\\"" this turn.<p><b><i>Reconstruct</i></b> - At the start of your turn, if there are five or more artifacts in crypts, void them and summon a <b>Crank Rocket</b>.",,24,wheel5,,u,1,0,0,0,0,1,1,0,0,0,0,0,,0,NULL,f8a205bc-ee25-41e9-ae5f-eca85cd6535e
3360,Sylviana,,,,Mercenary,Witch,0,Underworld,<b><i>Gather Spell Power</i></b> - [BASIC]: [3] [ARROWR] Gain three to five SP at random.<p><b><i>Summonin Barrier</i></b> - Each champion can only play 1 troop per turn.<p><b><i>Replenishing Stream</i></b> - 1 SP [ARROWR] Create a copy of target quick card in your hand and put it into your deck.<p><b><i>Quickened Conjuration</i></b> - 2 SP [ARROWR] A random non-quick troop in your hand becomes quick.<p><b><i>Ebbing Tide</i></b> - 3 SP [ARROWR] Put target attacking troop into its controller\\'s hand.<p><b><i>Wave of Denial</i></b> - 5 SP [ARROWR] Interrupt target troop.,,18,chest5,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,NULL,14c14f65-dd74-4f6f-942c-65df035363e5
3361,Kikaku,,,,Mercenary,Shin'hare Warrior,0,Underworld,"<b><i>Fungal Funeral</i></b> - [BASIC]: [3] [ARROWR] Summon two random Shroomkin. Then, if there are four or fewer troops in your crypt, sacrifice them.<p><b><i>Scrape and Scour</i></b> - When you <b>Scrounge</b>, draw two cards, then discard a card.",,21,chest5,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,NULL,12360d87-eac0-4dcc-9be3-a1aa86c2467d
3362,Elder Mistsong,,,,Mercenary,Coyotle Warlock,0,Ardent,"<b><i>Swoop Attack</i></b> - [BASIC] [3] [ARROWR] Target troop with <b>Flight</b> that you control battles target opposing troop without <b>Flight</b>.<p><b><i>Nemesis of the Underworld</i></b> - <b>Prophecy</b> - When an [UNDERWORLD] troop enters play under an opposing champion\\'s control, the next troop in your deck gets +2[ATK]/+2[DEF].",,22,chest5,,r,1,0,0,0,0,1,1,0,0,0,0,0,,0,NULL,1b169676-249c-4b6f-b7b5-a477aa6fe44a
3363,Trash,0,,,Resource,,0,,Destroy an artifact.,,,ai,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,,e2abdb2d-f427-499c-8686-0c732ba27087
3364,Venom,0,,,Bane,,0,,"When this enters your hand or crypt, put the top card of your deck into that zone. void this. This deals 1 damage to you.",,,ai,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,Ganna Lakisova,2360a703-1bf5-44a8-b5a9-b99404c198cb
3365,Basilisk Rune,0,,,Artifact,Rune,0,,[BASIC]: [ACT] [(0)] [ARROWR] Touch the animal this rune depicts.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,9c281309-5ac6-49a5-aa5e-137ce6f43795
3366,Kismet's Basilisk Rune,0,,,Artifact,Rune,0,,"#AIMustPlay#<b>Immediate</b><p><p><b>Deploy</b> - Secretly add a Hidden counter to each <b>Basilisk Rune</b> in play for each artifact you control. <p><p>At the end of your turn, sacrifice this and summon a <b>Darkened Hallway</b>.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,6e289f0e-4313-4202-b2f5-6aecd4e0831a
3367,Darkened Hallway,0,,,Artifact,Hallway,0,,Activate your runes in the order they appeared.,,,ai,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,d7a31f0e-9c68-4df2-a136-e06953be05c3
3368,Bird Rune,0,,,Artifact,Rune,0,,[BASIC]: [ACT] [(0)] [ARROWR] Touch the animal this rune depicts.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,77faa88a-ac2b-486a-bd2d-c7be43d2bc4e
3369,Kismet's Bird Rune,0,,,Artifact,Rune,0,,"#AIMustPlay#<b>Immediate</b><p><p><b>Deploy</b> - Secretly add a Hidden counter to each <b>Bird Rune</b> in play for each artifact you control.<p><p>At the end of your turn, sacrifice this and summon a <b>Darkened Hallway</b>.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,c0afa3b9-6930-45fe-899d-90c110dfae76
3370,Chameleon Rune,0,,,Artifact,Rune,0,,[BASIC]: [ACT] [(0)] [ARROWR] Touch the animal this rune depicts.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,f03edea2-5654-428f-906e-5a1afcc8908b
3371,Kismet's Chameleon Rune,0,,,Artifact,Rune,0,,"#AIMustPlay#<b>Immediate</b><p><p><b>Deploy</b> - Secretly add a Hidden counter to each <b>Chameleon Rune</b> in play for each artifact you control. <p><p>At the end of your turn, sacrifice this and summon a <b>Darkened Hallway</b>.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,76b9bf5e-7caf-4af5-86e9-e0a656e80404
3372,Snake Rune,0,,,Artifact,Rune,0,,[BASIC]: [ACT] [(0)] [ARROWR] Touch the animal this rune depicts.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,344e748d-befb-49f9-9a9f-e9c38fb8542d
3373,Kismet's Snake Rune,0,,,Artifact,Rune,0,,"#AIMustPlay#<b>Immediate</b><p><p><b>Deploy</b> - Secretly add a Hidden counter to each <b>Snake Rune</b> in play for each artifact you control.<p><p>At the end of your turn, sacrifice this and summon a <b>Darkened Hallway</b>.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,f7e3d243-08a7-4d72-97bd-6d76a0fd209a
3374,Fish Rune,0,,,Artifact,Rune,0,,[BASIC]: [ACT] [(0)] [ARROWR] Touch the animal this rune depicts.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,712b4f19-3a28-4e3f-a053-f3b8bea07db9
3375,Kismet's Fish Rune,0,,,Artifact,Rune,0,,"#AIMustPlay#<b>Immediate</b><p><p><b>Deploy</b> - Secretly add a Hidden counter to each <b>Fish Rune</b> in play for each artifact you control.<p><p>At the end of your turn, sacrifice this and summon a <b>Darkened Hallway</b>.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,0af201f4-6750-40ac-b035-35bf83f89014
3376,Gecko Rune,0,,,Artifact,Rune,0,,[BASIC]: [ACT] [(0)] [ARROWR] Touch the animal this rune depicts.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,2e95007b-4fdf-4313-9f1f-adcabca93923
3377,Kismet's Gecko Rune,0,,,Artifact,Rune,0,,"#AIMustPlay#<b>Immediate</b><p><p><b>Deploy</b> - Secretly add a Hidden counter to each <b>Gecko Rune</b> in play for each artifact you control.<p><p>At the end of your turn, sacrifice this and summon a <b>Darkened Hallway</b>.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,ceb00fc8-2a01-469a-a8d3-1c04f906ba11
3378,Frog Rune,0,,,Artifact,Rune,0,,[BASIC]: [ACT] [(0)] [ARROWR] Touch the animal this rune depicts.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,984060ae-3597-449e-8d4c-46f76bac0eb6
3379,Kismet's Frog Rune,0,,,Artifact,Rune,0,,"#AIMustPlay#<b>Immediate</b><p><p><b>Deploy</b> - Secretly add a Hidden counter to each <b>Frog Rune</b> in play for each artifact you control.<p><p>At the end of your turn, sacrifice this and summon a <b>Darkened Hallway</b>.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,eeffbdf3-4229-4e80-a077-a90a8f43e378
3380,Lizard Rune,0,,,Artifact,Rune,0,,[BASIC]: [ACT] [(0)] [ARROWR] Touch the animal this rune depicts.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,055dff13-5d04-4ad2-beac-554176182b5e
3381,Kismet's Lizard Rune,0,,,Artifact,Rune,0,,"#AIMustPlay#<b>Immediate</b><p><p><b>Deploy</b> - Secretly add a Hidden counter to each <b>Lizard Rune</b> in play for each artifact you control.<p><p>At the end of your turn, sacrifice this and summon a <b>Darkened Hallway</b>.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,e2e01afd-4bd6-4a94-b31f-0ef8b6aac2f2
3382,Dingo Rune,0,,,Artifact,Rune,0,,[BASIC]: [ACT] [(0)] [ARROWR] Touch the animal this rune depicts.,,,ai,,p,0,0,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,c8868f92-c40d-498d-aadc-fede81645705
3383,Kismet's Dingo Rune,0,,,Artifact,Rune,0,,"#AIMustPlay#<b>Immediate</b><p><p><b>Deploy</b> - Secretly add a Hidden counter to each <b>Dingo Rune</b> in play for each artifact you control.<p><p>At the end of your turn, sacrifice this and summon a <b>Darkened Hallway</b>.",,,ai,,p,0,0,0,0,0,0,0,0,0,0,0,0,,1,Nele Diel,71289be6-f0de-4280-8acf-4797ce804b5b
3384,Indulge,0,,,Resource,,0,,Draw a card.<p><p>Gain 5 health.<p><p>Gain [L0][R1].<p><p>Add a seduction counter to you.,,,ai,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,,af26cd0e-6381-4051-b039-0350ba3df84e
3385,Resist,0,,,Resource,,0,,You can't play cards this turn.,,,ai,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,,070b8784-97a2-40f8-a38f-67e70eb7578d
3386,Tidy,0,,,Resource,,0,,Revert a troop you control.,,,ai,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,,d33e3fd5-b1f1-42bf-9a94-e779e4aa6b88
3387,Blood Denial,0,,,Resource,,0,,Each opposing champion discards a card at random.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,69b07298-a3d7-40cd-a291-c9aeacc85b38
3388,Blood Pact,0,,,Resource,,0,,Draw two cards. Lose two health.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,dab41f20-4edd-4eee-8cb5-2c460388f808
3389,Blood Siphon,0,,,Resource,,0,,Void each opposing champion's crypt. Gain 1 health for each troop voided this way.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,159ce367-9c2a-4e88-b5fa-ed15250b01c8
3390,Diamond Fortification,0,,,Resource,,0,,Troops you control get +3[DEF] this turn.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,849911a0-e2fd-493b-9885-645529290b5f
3391,Diamond Banishing,0,,,Resource,,0,,Destroy a random opposing troop with [DEF] 5 or more.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,e5d85cd0-7865-45a3-a654-bce283cedf69
3392,Diamond Cleansing,0,,,Resource,,0,,Each opposing champion sacrifices a constant.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,d86c94fc-0bfa-48b9-a23d-bcb9fdca4000
3393,Resource Gatherer,0,,,Resource,,0,,Put a random resource from your deck into your hand.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,Andreas Zafeiratos,d774857f-e144-47df-9619-bf1666adb3c8
3394,Midnight Transformation,0,,,Resource,,0,,Transform this into a <b>Stroke of Midnight</b>.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,Andreas Zafeiratos,27936fa6-a3ad-4db5-89a7-10b5cbf2f19b
3395,Righteous Recognition,0,,,Resource,,0,,Create a <b>Valor</b> and put it into your hand.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,Jessica Schultz,a06bcec8-dedd-47e5-ab2b-6e40e0208972
3396,Scarlet Outlaw,0,,,Resource,,0,,Transform this into a <b>Scarlet Swordsman</b>.,,,ai,,g,0,0,0,0,0,0,0,0,4095,0,0,0,,1,Randy Vargas,136535b4-aa31-4387-a2a9-7b25e1369d99
3397,Ruby Anger,0,,,Resource,,0,,Deal 3 damage to each opposing champion.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,fb4f4cd6-7bff-4f4b-8b66-2ab8b9845d09
3398,Ruby Rampage,0,,,Resource,,0,,Each opposing champion sacrifices an artifact.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,edfebdae-639a-4fbb-92b7-1dd4e80ae475
3399,Ruby Swiftness,0,,,Resource,,0,,Exhausted troops you control get <b>Swiftstrike</b> this turn.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,a300b588-209c-4cc0-83c3-9062b4c3d4d6
3400,Recruited Militia,0,,,Resource,,0,,Summon a <b>Shin'hare Militia</b>.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,Velvet Engine,5881d2c1-c12f-4391-9b30-b13807cd2fbb
3401,Recruited Samurai,0,,,Resource,,0,,Transform this into a <b>Glyph Ear Samurai</b>.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,Ludo Lullabi,2cc7b15d-f5f3-46d1-99ba-1a24aac1507c
3402,Sapphire Serenity,0,,,Resource,,0,,Interrupt all basic actions.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,388b515e-6e72-47fc-bc81-de25e5550f72
3403,Sapphire Storm,0,,,Resource,,0,,Gain two charges.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,404e97b6-bc02-46f0-9292-c75f1f7d804e
3404,Sapphire Stunning,0,,,Resource,,0,,Stun each opposing troop with [ATK] 1 or less.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,62e3647f-ecdb-4849-abca-f3383d594e97
3405,Tongue Attack,0,,,Resource,,0,,This deals 2 damage to each opposing champion.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,Manuel Casteanon,8628fc9f-0538-485e-883e-f1e6eb162af9
3406,Crucible Evolution,0,,,Resource,,0,,Transform this into a <b>Crucible Born</b>.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,Manuel Casteanon,1fcea125-9d84-4274-a8cc-e0afe8c4fff0
3407,Unlocked Potential,0,,,Resource,,0,,Draw two cards.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,Anders Finer,cc694ce9-9284-402c-9d7e-7ed3de8ad058
3408,Tormented Soldier,0,,,Resource,,0,,Transform this into <b>Unlocked Aberration</b>.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,Chuy De Leon,d14924d8-7ac0-4d65-81ac-1d196de19163
3409,Wild Healing,0,,,Resource,,0,,Gain 7 health.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,10e99baf-ac2a-4cd2-ae29-520bf0218993
3410,Wild Dreadlings,0,,,Resource,,0,,Summon four <b>Dreadlings</b>.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,3553cb3d-b63d-42a4-9976-03c5f46a3b6e
3411,Wild Valor,0,,,Resource,,0,,Create two <b>Valors</b> and put them into your hand.,,,ai,,g,0,0,0,0,0,0,0,0,0,0,0,0,,1,,3c586b43-d4c0-4b12-8793-6d65b55ea372
3412,Boarding Party,4,R,RR,Constant,,0,,"At the start of your turn, sacrifice this. Then, summon 2-4 <b>Hired Horn Cutthroats</b> at random.",,,ai,,e,1,1,0,2,0,0,0,0,0,0,0,0,,1,Alvaro Estrada,3263b76a-d9e1-4bbf-a4f4-4eef9870558b
3413,Scylla Head,3,B,B,Troop,Beast,0,,This is not healed at the end of each turn.,3,7,ai,,g,1,1,0,7,0,0,0,0,0,0,0,0,,1,,26848121-5ac6-4540-bd00-8317ae9d6f69
3414,Conjuring Gobbler,4,RS,RS,Troop,Gobbler,0,,"<b>Flight</b>, <b>Rage 1</b>, <b>Speed</b><p><p>When this deals combat damage to a champion, create a random action you meet the threshold requirements to play with cost equal to the damage dealt and put it into your hand.",0,4,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Apterus,cf5d7320-784e-4f57-897e-8c213fd8781c
3415,Ominous Tentacle,2,S,S,Troop,,0,,"At the start of your turn, sacrifice this. Destroy a random troop.",1,1,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Filip Acovic,0f09a62b-c909-46f7-998c-0680a7a3cf0a
3416,Narwhal,2,W,WW,Troop,Beast,0,,<b>Deploy</b> - This gets one of the following at random: <b>Crush</b>; <b>Spellshield</b>; or <b>Skyguard</b>.,2,3,ai,,e,1,1,0,93,0,0,0,0,0,0,0,0,,1,Nick Chamagua,07333d7f-062a-4d9c-a421-9df275a763d8
3417,Seaweed Behemoth,3,S,SS,Troop,Golem,0,,"This has cost +[(X)] in all zones, where X is the combined [ATK] of opposing troops.",7,3,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Filip Acovic,ab526b2e-d4a1-4219-8a31-cabfc7ea2c75
3418,Secrets of the Depths,6,S,SS,Basic Action,,0,,"Put a random Tentacle from your void into play. Then, draw a card for each Tentacle you control.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Zoltan Boros,656ed021-aba4-4f7f-bf7f-c3e54fc3e152
3419,Tentacle's Grasp,3,S,SS,Basic Action,,0,,Stun target opposing troop. Put a random Tentacle from your void into play.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Filip Acovic,0949e192-4917-4b05-91f9-e600eb18b54b
3420,Townsfolk,1,D,D,Troop,Human,0,Ardent,,1,1,ai,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,Filip Acovic,42bed2ea-f2bd-4fb6-acfd-200fe8435b5c
3421,Exploding Zombie,3,R,R,Troop,Zombie,0,,<b>Deathcry</b> - Add two burning counters to each opposing champion.,2,2,ai,,e,1,1,0,169,0,0,0,0,0,0,0,0,,1,Anton Kokarev,67102965-0e39-4cd8-aa02-3bbcbca5eed7
3422,The Dark Water,3,,,Artifact,Ship,1,,"<b>Invincible</b><p>[(4)], [ACT], Exhaust four <b>Townsfolk</b> you control [ARROWR] Deal 4 damage to a random opposing champion or troop.",,,ai,,g,1,1,0,438,0,0,0,0,0,0,0,0,,1,Zoltan Boros,7c68fb80-e0ba-437c-ba25-cb6432baa702
3423,Hunting Crocodile,5,W,WW,Troop,Beast,0,,"[BASIC] [ONE-SHOT]: [(1)] [ARROWR] This battles target opposing troop.<p><p>When an opposing troop dies, this gets +1[ATK]/+1[DEF].",4,4,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Anton Kokarev,b5a14330-e3e0-40e6-b162-dc438ee354fe
3424,Gorilla Wreckers,6,W,WW,Troop,Gorilla Beast,0,,"[BASIC] [ONE-SHOT]: [(1)] [ARROWR] Destroy target artifact, constant, or troop with <b>Flight</b>.",6,5,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Robb Mommaerts,9aff20f0-dd02-400b-b1d7-c8bc5e61b7bd
3425,Noxious Lizard,3,W,W,Troop,Beast,0,,"[ONE-SHOT]: When this attacks or blocks, it gets <b>Lethal</b> this turn.",2,4,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,El Garing,ea204542-afc6-4efe-9c0f-1e64ee132919
3426,Scrap Bomb,1,R,R,Quick Action,,0,,"As an additional cost to play this, sacrifice an artifact.<p><p>Deal 4 damage to target champion or troop.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Russell Jones,466f03b2-155f-413e-82a2-54b94eecff81
3427,Depleted War Bot,2,,,"Artifact, Troop",Junk Robot,0,,"While there are no energy counters on this, this can't attack or block.",3,3,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Greg Smith,25e92b2a-e4a8-4508-a5bb-e23d502cc417
3428,Depleted Battle Bot,1,,,"Artifact, Troop",Junk Robot,0,,"While there are no energy counters on this, this can't attack or block.",2,2,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Jonny Klein,4d3156db-f445-4735-8ede-0050185f49ef
3429,Depleted Bumblebot,1,,,"Artifact, Troop",Junk Robot,0,,"While there are no energy counters on this, this can't attack or block.",1,1,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Phu Thieu,01bc5401-ac39-4718-becc-f6b1d1ae9620
3430,Depleted Assault Bot,3,,,"Artifact, Troop",Junk Robot,0,,"While there are no energy counters on this, this can't attack or block.",4,2,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Jeremy Love,d417f192-adf7-4e51-9bba-8e4ed4fa34f4
3431,Depleted Infiltrator Bot,3,,,"Artifact, Troop",Junk Robot,0,,"While there are no energy counters on this, this can't attack or block.",3,2,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Jeremy Love,8e1d2055-e89d-46c8-85d4-5c069f0bd8c4
3432,Depleted Mecha T-Hex,4,,,"Artifact, Troop",Junk Robot,0,,"While there are no energy counters on this, this can't attack or block.",6,5,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Anders Finer,40414bc8-5be5-41f0-b5ab-51018c873c5d
3433,Recycle,2,R,R,Basic Action,,0,,"As an additional cost to play this, sacrifice an artifact.<p><p>Create two <b>Battle Bots</b> and put them into play.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Andrew Sonea,6d5d9224-89d2-4caf-8bc3-63801901acd5
3434,Scraptooth Flinger,4,R,R,Troop,Gnoll,0,,"[(1)], [ACT], Sacrifice an artifact [ARROWR] This deals 2 damage to target champion or troop.",2,2,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Hai Hoang,3c713e8f-1fcb-45a9-a722-de88543378c4
3435,Scraptooth Bender,5,R,R,Troop,Gnoll,0,,<b>Speed</b><p>Your artifact troops have +2[ATK] and <b>Speed</b>.,5,5,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Giby Joseph,3e03b34a-c2b5-47c7-9fd5-374464510dbe
3436,Boneback Junker,3,R,R,Troop,Gnoll,0,,"<b>Deploy</b> - Each opposing champion may sacrifice an artifact. If they do, this gets -2[ATK]/-2[DEF].",5,5,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Firat Solhan,4371ae05-061b-4e8b-95f7-3e92d5c3456a
3437,Hexshelled Turtle,5,W,W,Troop,Beast,0,,"When this blocks or becomes blocked, gain health equal to this troop's [DEF].",3,6,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Alejandro Velazquez,a4ddda9f-8ead-423e-a060-a8b7a89c6b3e
3438,Mega-Bot 8000,5,,,"Artifact, Troop",Robot,0,,"Spend 10 energy counters [ARROWR] Prevent all damage that would be dealt to you and troops you control this turn.<p>This can't attack or block unless you spend 5 energy counters.<p>At the start of your turn, this gets 4 energy counters to a maximum of 20.<p>Spend 10 energy counters [ARROWR] This deals 1 damage to each opposing champion and troop.",4,5,ai,,g,1,1,0,0,0,0,0,0,0,0,0,0,,1,Brett Mitchell,b34deb36-2eff-4efa-bb7c-2ab1f2c5d944
3439,Carrion Raider,3,W,W,Troop,Gnoll,0,,"[ONE-SHOT]: When another troop dies, this gets +2[ATK]/+2[DEF].",3,1,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Anders Finer,8b5f79f0-05b2-4f9d-a332-23ff686d0774
3440,Dormant Booby Trap,1,,,Artifact,Junk Trap,0,,"At the start of your turn, if this is in your hand, it has an increasing chance to explode and deal 4 damage to you.",,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Camille Alquier,c6d67fd7-63b5-43a0-8197-1c6fe791518c
3441,Brutecrown Cutter,1,B,B,Troop,Gnoll,0,,"[ONE-SHOT]: When another troop dies, this gets +1[ATK] and <b>Lethal</b>.",1,1,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Guillem H. Pongilupp,eafeefcf-2997-4df7-9764-e881ef14207f
3442,Brutecrown Culler,4,B,B,Troop,Gnoll,0,,"<b>Deploy</b> - Target opposing champion may sacrifice a troop. If they do, this gets -2[ATK]/-2[DEF].",5,5,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Firat Solhan,aedaa42b-8450-4d1c-9d38-77ff1d3a5bcb
3443,Brutecrown Shaman,5,B,B,Troop,Gnoll,0,,"<b>Deploy</b> - Target a troop in your crypt. Target opposing champion may have this deal damage to them equal to that troop's [ATK]. If they do, void that troop. Otherwise, put that troop into your hand.",4,3,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Wei Zi,2302019d-9fe2-418b-b24b-516885f43f1f
3444,Cackling Archer,2,W,W,Troop,Gnoll,0,,"<b>Skyguard</b><p><p>[ONE-SHOT]: When another troop dies, this gets +2[ATK]/+2[DEF].",0,3,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Xavier Ribeiro,322cafe5-c21f-4300-912a-eb9ee8dabf05
3445,Brutecrown Carver,3,B,B,Troop,Gnoll,0,,"When a troop dies, deal 1 damage to each opposing champion.",2,3,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,,d02b4720-4ab6-42f5-bf3e-596f2ae7207b
3446,Fetid Feast,2,W,W,Basic Action,,0,,Gain 2 health for each troop in your crypt.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Cesar Pasqualinotto,012c38fb-ea01-40f9-a4d7-b7de37584d0b
3447,Stripped to the Bone,6,W,W,Basic Action,,0,,Draw a card for each troop in your crypt.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,John Silva,a2aaff43-a9f8-4245-8322-8a756f36bc6a
3448,Fertile Flesh,5,W,W,Basic Action,,0,,Gain [L0][R1] for each troop in your crypt.,,,ai,,e,1,1,0,0,0,0,0,0,0,0,0,0,,1,Tatiana Vetrova,f25bfbc2-c548-44c4-b0c2-487c4e1807bf
