databaseId	name	imageUrl	cardBack	type	set	class	race	skills	homeSite	mind	influence	gi	prowess	body	strikes	playable	mp	sp	magic	specific	corruption	region	sitePath	draw	opponentDraw	rarity	text	loadGroupId
LidlessEye_HighHelm	High Helm	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-HighHelm.jpg	default	Minion Resource	LidlessEye	Major Item											2				2					U	Unique. Helmet. +2 to direct influence. +1 to body to a maximum of 9. Warrior only: +1 to prowess to a maximum of 8.	playerNDeck
LidlessEye_HillTrolls	Hill Trolls	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-HillTrolls.jpg	default	Minion Resource	LidlessEye	Troll Faction											2									R	Unique. Playable at Ettenmoors if the influence check is greater than 9. Once in play, the number required to influence this faction is zero. If this influence attempt is made by an Orc or Troll leader, you may place this faction under the control of	playerNDeck
LidlessEye_Hillmen2	Hillmen	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Hillmen.jpg	default	Minion Resource	LidlessEye	Man Faction											4									R	Unique. Manifestation of hero Hillmen. Playable at Cameth Brin if the influence check is greater than 10. Standard Modifications: Dunlendings (+2), Angmarim (+2).	playerNDeck
LidlessEye_HoarmurathUnleashed	Hoarmurath Unleashed	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-HoarmurathUnleashed.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Playable on Hoarmuath the Ringwraith (as your Ringwraith). Cancel an attack against any one of your companies.	playerNDeck
LidlessEye_HoneyontheTongue	Honey on the Tongue	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-HoneyOnTheTongue.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Diplomat only. +5 direct influence against characters by a character in a diplomat's company until the end of the turn. Cannot be duplicated on a given character.	playerNDeck
LidlessEye_IllBeAtYourHeels	I'll Be At Your Heels	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-IllBeAtYourHeels.jpg	default	Minion Resource	LidlessEye	Permanent-event																				CB+CS1	Command. Playable on a leader during the organization phase. Return all other command cards on target leader to your hand when this card is played. -2 to leader's direct  influence (to a minimum of 0) and +1 to all corruption checks by characters in	playerNDeck
LidlessEye_IllReportYou	I'll Report You	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-IllReportYou.jpg	default	Minion Resource	LidlessEye	Permanent-event																				CB+CS1	Command. Playable on a leader during the organization phase. Return all other command cards on target leader to your hand when this card is played. -2 to leader's direct influence (to a minimum of 0) and +1 prowess to all characters in his company. Y	playerNDeck
LidlessEye_Iceorcs	Ice-orcs	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-IceOrcs.jpg	default	Minion Resource	LidlessEye	Orc Faction											4									R	Unique. Playable at any Ruins & Lairs [{R}] in Forochel or Withered Heath if the influence check is greater than 10. Once in play, the number required to influence this faction is zero. Standard Modifications: Wargs of the Forochel (+2).	playerNDeck
LidlessEye_IntheNameofMordor	In the Name of Mordor	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-InTheNameOfMordor.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Playable on an untapped character whose company is facing a detainment attack keyed to (by name or type) a Dark-hold [{D}], Dark-domain [{d}], Shadow-hold [{S}], or Shadow-land [{s}]. Tap the character and cancel the attack. Alternatively, this card	playerNDeck
LidlessEye_IndurUnleashed	Indur Unleashed	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-IndurUnleashed.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Playable on any attack against Indur the Ringwraith's own company (if Indur is your Ringwraith). The attack is canceled. Alternatively, playable when Indur the Ringwraith's own company declares an attack (if Indur is your Ringwraith). The attack cann	playerNDeck
LidlessEye_Ironroad	Iron-road	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-IronRoad.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Playable during the organization phase on a moving company at a Darkhaven. Opponent draws twice the normal number of cards for this company during the movement/ hazard phase. At the end of the turn, the company may replace its site card with the Dark	playerNDeck
LidlessEye_KhamulUnleashed	Khamul Unleashed	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-KhamulUnleashed.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Playable on any attack against Khamul the Ringwraith's own company (if Khamul is your Ringwraith). The prowess of the attack is modified by -3. Alternatively, playable on any attack by Khamul the Ringwraith's own company (if Khamul is your Ringwraith	playerNDeck
LidlessEye_KillAllButNOTtheHalflings	Kill All But NOT the Halflings	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-KillAllButNOTTheHalflings.jpg	default	Minion Resource	LidlessEye	Permanent-event											-5									R	Playable during the site phase on a company at Bag End. It faces a Hobbit attack (4 strikes with 6 prowess). If no characters are untapped after the attack, discard this card. Otherwise, you may tap one character in the company and put this card unde	playerNDeck
LidlessEye_LastChildofUngoliant	Last Child of Ungoliant	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-LastChildOfUngoliant.jpg	default	Minion Resource	LidlessEye	Sage Ally				4			11	9			3									R	Unique. Playable at Shelob's Lair. Manifestation of Shelob. Tap this ally to either: cancel one hazard creature attack against a company moving to a site in Imlad Morgul, Ithilien, or Gorgoroth or to discard one hazard permanent-event on such a compa	playerNDeck
LidlessEye_LegItDoubleQuick	Leg It Double Quick	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-LegItDoubleQuick.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Playable at the end of the movement/hazard phase on a moving company. Tap all untapped characters in the company. The company may move to an additional site this turn. Another site card may be played and another movement/hazard phase immediately foll	playerNDeck
LidlessEye_MagicRingofDelusion	Magic Ring of Delusion	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MagicRingOfDelusion.jpg	default	Minion Resource	LidlessEye	Special Item											2				2					U	Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Bearer can use spirit-magic. If the bearer can already use spirit-magic: at the beginning of each of his end-of-turn phases, he may tap to take one spirit-magic card	playerNDeck
LidlessEye_MagicRingofEnigma	Magic Ring of Enigma	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MagicRingOfEnigma.jpg	default	Minion Resource	LidlessEye	Special Item											2				2					U+F1	Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer sage skill. If the bearer is already a sage, he may tap to use a Palantir. Cannot be duplicated on a given character.	playerNDeck
LidlessEye_MagicRingofFury	Magic Ring of Fury	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MagicRingOfFury.jpg	default	Minion Resource	LidlessEye	Special Item											2				2					U+F1	Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer warrior skill. If the bearer is already a warrior, he gets +2 to prowess. Cannot be duplicated on a given character.	playerNDeck
LidlessEye_MagicRingofGuile	Magic Ring of Guile	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MagicRingOfGuile.jpg	default	Minion Resource	LidlessEye	Special Item											2				2					U+F1	Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer scout skill. If the bearer is already a scout, he may tap this item to cancel a strike directed against him. Cannot be duplicated on a given characte	playerNDeck
LidlessEye_MagicRingofLies	Magic Ring of Lies	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MagicRingOfLies.jpg	default	Minion Resource	LidlessEye	Special Item											2				2					U+F1	Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer diplomat skill. If the bearer is already a diplomat, he gets +3 direct influence. Cannot be duplicated on a given character.	playerNDeck
LidlessEye_MagicRingofSavagery	Magic Ring of Savagery	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MagicRingOfSavagery.jpg	default	Minion Resource	LidlessEye	Special Item											2				2					U+F1	Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Gives the bearer ranger skill. If the bearer is already a ranger, he may tap to cancel an attack against his company. Cannot be duplicated on a given character.	playerNDeck
LidlessEye_MagicRingofShadows	Magic Ring of Shadows	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MagicRingOfShadows.jpg	default	Minion Resource	LidlessEye	Special Item											2				2					U	Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Bearer can use shadow-magic. If the bearer can already use shadow-magic: at the  beginning of each of his end-of-turn phases, he may tap to take one shadow-magic card	playerNDeck
LidlessEye_MagicRingofWeals	Magic Ring of Weals	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MagicRingOfWeals.jpg	default	Minion Resource	LidlessEye	Special Item											2				2					U	Magic Ring. Playable only with a Gold Ring and after a test indicates a Magic Ring. Bearer can use sorcery. If the bearer can already use sorcery: at the beginning of each of his end-of-turn phases, he may tap to take one sorcery card from your disca	playerNDeck
LidlessEye_MenofDorwinion2	Men of Dorwinion *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MenOfDorwinion.jpg	default	Minion Resource	LidlessEye	Man Faction											3									F1	Unique. Manifestation of hero Men of Dorwinion. Playable at Shrel-Kain if the influence check is greater than 10. Standard Modifications: Easterlings (-2), Balchoth (-2).	playerNDeck
LidlessEye_MessengerofMordor	Messenger of Mordor	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MessengerOfMordor.jpg	default	Minion Resource	LidlessEye	Short-event													Spirit-magic							R	Magic. Spirit-magic. Playable on a spirit-magic-using character at a Darkhaven, Shadow-hold [{S}], or Dark-hold [{D}]. Any items and resource events with his company that can be stored at a Darkhaven may now be so stored. Unless he is a Ringwraith, c	playerNDeck
LidlessEye_MinorRing	Minor Ring	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MinorRing.jpg	default	Minion Resource	LidlessEye	Special Item											2				1					CB+CS1	Lesser Ring. Playable only with a Gold Ring and after a test indicates a Lesser Ring. +2 to direct influence. Cannot be duplicated on a given character.	playerNDeck
LidlessEye_MistyMountainWargs	Misty Mountain Wargs	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MistyMountainWargs.jpg	default	Minion Resource	LidlessEye	Wolf Faction											2									U	Unique. Playable at Ettenmoors if the influence check is greater than 9. Once in play, the number required to influence this faction is zero. If this influence attempt is made by an Orc or Troll leader, you may place this faction under the control of	playerNDeck
LidlessEye_Morgulblade	Morgul-blade	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MorgulBlade.jpg	default	Minion Resource	LidlessEye	Permanent-event																				R	Playable on your Ringwraith or a Ringwraith follower. Each strike against the Ringwraith receives -1 body and -1 prowess. Discard Morgul-blade after a strike against the Ringwraith fails. Cannot be duplicated on a given Ringwraith.	playerNDeck
LidlessEye_MotionlessAmongtheSlain	Motionless Among the Slain	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-MotionlessAmongTheSlain.jpg	default	Minion Resource	LidlessEye	Short-event																				R	Playable on an attack. You assign all strikes of the attack regardless of the attack's normal capabilities and character status. +1 to all body checks by your characters  resulting from the attack.	playerNDeck
LidlessEye_NewsMustGetThrough	News Must Get Through	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-NewsMustGetThrough.jpg	default	Minion Resource	LidlessEye	Short-event																				CB+CS1	Playable on a company at a Darkhaven, Shadow-hold [{S}], or Dark-hold [{D}]. Any resource events with the company that can be stored at a Darkhaven may now be so stored.	playerNDeck
LidlessEye_NewsoftheShire	News of the Shire	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-NewsOfTheShire.jpg	default	Minion Resource	LidlessEye	Permanent-event											-3									R	Playable during the site phase on an untapped character at Bag End. Tap the character. No marshalling points are received until this card is stored at Barad-dur during his  organization phase. Only the first News of the Shire stored is worth 3 marsha	playerNDeck
LidlessEye_NoMoreNonsense	No More Nonsense	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-NoMoreNonsense.jpg	default	Minion Resource	LidlessEye	Permanent-event																				R	Playable on a leader during the organization phase. Make a roll (draw a #) for the leader. Choose another character in the company and do the same. If the leader's result plus his prowess is greater than the other character's result plus his prowess,	playerNDeck
LidlessEye_NoNewsofOurRiding	No News of Our Riding	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-NoNewsOfOurRiding.jpg	default	Minion Resource	LidlessEye	Permanent-event											1									R	Playable on an untapped character immediately after his company faces an Elf, Dunedain, or Man hazard creature. Tap the character. The character can later tap to cancel  an Elf, Dunedain, or Man hazard creature attack against his company. Cannot be d	playerNDeck
LidlessEye_NotSlayNeedlessly	Not Slay Needlessly	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-NotSlayNeedlessly.jpg	default	Minion Resource	LidlessEye	Short-event																				U	Playable on an attack by Elves, Dwarves, Dunedain, or Men. Against a covert company, the attack is canceled. Otherwise, -2 to the attack's prowess. Cannot be duplicated on a given attack.	playerNDeck
LidlessEye_Nurniags2	Nurniags *	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-Nurniags.jpg	default	Minion Resource	LidlessEye	Man Faction											2									U	Unique. Playable at Nurniag Camp if the influence check is greater than 9. Standard Modifications: Nuriags (+2), Balchoth (-2), Variags of Khand (+2).	playerNDeck
LidlessEye_OldCache	Old Cache	middle-earth-ccg/lidlesseye/MiddleEarthCCG-LidlessEye-OldCache.jpg	default	Minion Resource	LidlessEye	Short-event																				CB+CS1	Playable on a company at a tapped Dark-hold [{D}], Shadow-hold [{S}], or Ruins & Lairs [{R}]. During the site phase, one or two characters in that company may each tap to take control of a non-unique, non-hoard minor item of the following type: weapo	playerNDeck
