databaseId	name	imageUrl	cardBack	type	attributes	languages	value	sanity	summon	unique	dimension	past	region	city	beginningSanity	maxSanity	education	handSize	minimum	maximum	rarity	text	packName	set	loadGroupId
Movieland_Movie206	Conductor of the Girls Choir	mythos/movieland/Mythos-Movieland-ConductorOfTheGirlsChoir.jpg	default	Ally	Steadfast Nun	English	1	0			Dreamlands		The East	Omaha								Can know any one 'Chant' Spell.  Bury spell in your story deck when cast.  Joins other Nuns.	Movieland	Movieland	playerNDeck
Movieland_Movie207	Dr. Abraham Sapirstein	mythos/movieland/Mythos-Movieland-DrAbrahamSapirstein.jpg	default	Ally	Covenist, Corrupt Doctor	English	1	-1			Movieland		New York	New York								Add one to the value of this card if you have Tanis Root in play.  Joins Covenists.	Movieland	Movieland	playerNDeck
Movieland_Movie208	Dr. Hill	mythos/movieland/Mythos-Movieland-DrHill.jpg	default	Ally	Steadfast Doctor	English	1	0			Movieland		New York	New York								I don't believe in Withcraft but there are plenty of maniacs and crazy people in this city" - Dr. Hill	Movieland	Movieland	playerNDeck
Movieland_Movie209	Dr. Shand	mythos/movieland/Mythos-Movieland-DrShand.jpg	default	Ally	Covenist, Corrupt Doctor & Artist	English	1	-1		Unique	Movieland		New York	New York								Add two if you have the Tanis Root in play.  Joins other Covenists.  This is the artist who make the chain which adorns the tanis charm.	Movieland	Movieland	playerNDeck
Movieland_Movie210	Edward 'Hutch' Hutchinson	mythos/movieland/Mythos-Movieland-EdwardHutchHutchinson.jpg	default	Ally	Steadfast Author, Scholar, Dreamer	English & Latin	1	0			Movieland		New York	New York								THIS CARD MAY BE PLAYED IN MOVIELAND OR IN THE DREAMLANDS.  Author of litterature for young boys, 'Hutch' has secret knowledge of the Bradford's checkered past.	Movieland	Movieland	playerNDeck
Movieland_Movie211	Guy Woodhouse	mythos/movieland/Mythos-Movieland-GuyWoodhouse.jpg	default	Ally	Covenist, Corrupt Actor	English	2	0		Unique	Movieland		New York	New York								Bury Guy Woodhouse to cause one opponent of your choice to bury a random Tome.  Joins Rosemary Woodhouse	Movieland	Movieland	playerNDeck
Movieland_Movie212	Laure-Louise	mythos/movieland/Mythos-Movieland-LaureLouise.jpg	default	Ally	Covenist, Corrupt Cultist	English	2	-1			Movieland		New York	New York								Add one to the value of this card if you have Tanis Root in play.  Joins Covenists.	Movieland	Movieland	playerNDeck
Movieland_Movie213	Minnie Castevet	mythos/movieland/Mythos-Movieland-MinnieCastevet.jpg	default	Ally	Covenist, Corrupt Cultist & Wife	English	1	0			Movieland		New York	New York								Add one to the value of this card if you have Tanis Root in play.  Joins other Covenists.  Wife to Roman Castevet.	Movieland	Movieland	playerNDeck
Movieland_Movie214	Mitch McAlister	mythos/movieland/Mythos-Movieland-MitchMcAlister.jpg	default	Ally	Corrupt Bush Pilot	English	1	-1			Movieland		Any	Any Water								Bury this card to Travel By Air to an new location in a new region featuring the water attribute, right side up on top of your story deck, including islands.  "Don't quite know what he looks like, he won't come out of the plane" - Pvt. Gerald Genofrio	Movieland	Movieland	playerNDeck
Movieland_Movie215	Mr. Wang	mythos/movieland/Mythos-Movieland-MrWang.jpg	default	Ally	Covenist, Corrupt Cultist	Japanese & English	2	1		Unique	Movieland		Any	Any City								You must have three Covenists in play to play this card.  Bury this card to play from your hand a Greater Servitor Monster as an Ally.  It cannot bear Weapons.	Movieland	Movieland	playerNDeck
Movieland_Movie216	Mrs. Gardenia	mythos/movieland/Mythos-Movieland-MrsGardenia.jpg	default	Ally	Covenist, Corrupt Cultist, Living Dead & Botanist	English	1	-1			Movieland	Past	New York	New York Past								Add 1 to the value of this card if you have Tanis Root in play.  Can know any one spell.  Bury spell after it is cast.  Joins other covenists	Movieland	Movieland	playerNDeck
Movieland_Movie217	Mrs. Shand	mythos/movieland/Mythos-Movieland-MrsShand.jpg	default	Ally	Covenist, Corrupt Wife	English	1	0		Unique	Movieland		New York	New York								Joins with Dr. Shand.  Add two when you have Tanis Root in play.  Bury this card to play from your hand a Lesser Servitor as an Ally.  It cannot bear Weapons.	Movieland	Movieland	playerNDeck
Movieland_Movie218	Mrs. Templeton	mythos/movieland/Mythos-Movieland-MrsTempleton.jpg	default	Ally	Covenist, Corrupt Cultist	English	1	-1		Unique	Movieland		New York	New York								Joins with Covenists.  Add one when you have Tanis Root in play.  Bury this card to play from your hand a Lesser Independent Monster as an Ally.  It may bear weapons.	Movieland	Movieland	playerNDeck
Movieland_Movie219	Office Nettler	mythos/movieland/Mythos-Movieland-OfficeNettler.jpg	default	Ally	Steadfast Cop	English	3	0		Unique	Movieland		New York	New York								To play this card you must not have Baby's Blood & Flesh in play.  You may not play Baby's Blood & Flesh while this in play.  Bury this card to cause one opponent to draw four less cards at the beginning of the next round.	Movieland	Movieland	playerNDeck
Movieland_Movie220	Private Gerald Genofrio	mythos/movieland/Mythos-Movieland-PrivateGeraldGenofrio.jpg	default	Ally	Corrupt Seaman	English	1	0		Unique	Movieland		Alaska	Sitka								Lower your Minimum by two cards and raise your Maximum by two cards.  Cummulative with cards that raise or lower you Maximum and Minimum.  "He should be easy to find" - Roman Castevet	Movieland	Movieland	playerNDeck
Movieland_Movie221	Roman Castevet	mythos/movieland/Mythos-Movieland-RomanCastevet.jpg	default	Ally	Covenist, Corrupt Cultist	English, Chinese, Arabic, English & Latin	1	-1		Unique	Movieland		New York	New York								Add 1 to the value of this card if you have Tanis Root in play.  If you have Baby's Blood & Flesh in play, you may bury one of your Artifacts to bury opponent's ally.  Joins Covenists.	Movieland	Movieland	playerNDeck
Movieland_Movie222	Roman Polanksi	mythos/movieland/Mythos-Movieland-RomanPolanksi.jpg	default	Ally	Steadfast Director	English & French	1	0			Movieland		New York	New York								THIS CARD MAY BE PLAYED IN MOVIELAND OR THE DREAMLANS.  "Whenever I get happy, I always have a terrible feeling." - Roman Polanski	Movieland	Movieland	playerNDeck
Movieland_Movie223	Rosemary Woodhouse	mythos/movieland/Mythos-Movieland-RosemaryWoodhouse.jpg	default	Ally	Steadfast Dreamer & Wife	English	1	0			Movieland		New York	New York								Add 1 to the value of this card if you have 'Hutch' in play.  This card can be played in Movieland or in the Dreamlands.  Joins Guy Woodhouse.	Movieland	Movieland	playerNDeck
Movieland_Movie224	Sister Hope	mythos/movieland/Mythos-Movieland-SisterHope.jpg	default	Ally	Steadfast Nun	English	1	1			Dreamlands		The East	Omaha								Joins other Nuns	Movieland	Movieland	playerNDeck
Movieland_Movie225	Sister Veronica	mythos/movieland/Mythos-Movieland-SisterVeronica.jpg	default	Ally	Corrupt Nun	English & Latin	1	-1			Dreamlands		The East	Omaha								Bury this card to cause opponent to dicard a card at random from their hand.  Joins other Nuns.	Movieland	Movieland	playerNDeck
Movieland_Movie226	Stella Lauden	mythos/movieland/Mythos-Movieland-StellaLauden.jpg	default	Ally	Corrupt Author	English	1	0			Movieland		New York	New York								Author of "Withcraft, Book of Ceremonial Magic	Movieland	Movieland	playerNDeck
Movieland_Movie227	Tch-Kuloo	mythos/movieland/Mythos-Movieland-TchKuloo.jpg	default	Ally	Corrupt Storyteller	English & Inuit	2	-1			Movieland		Alaska	Nome								Can know any one spell.  Bury spell after casting.  Bury this card to bury a Great Old One or Outer God.	Movieland	Movieland	playerNDeck
Movieland_Movie228	The Pope	mythos/movieland/Mythos-Movieland-ThePope.jpg	default	Ally	Corrupt Cultist & Dreamer	All Languages	1	0		Unique	Dreamlands		Any	Any Church								Flip this card to use attributes from one opponent's current location.  Counts as a Priest.  "No Pope ever visits a city where the newspapers are on stike." - Roman Castevet	Movieland	Movieland	playerNDeck
Movieland_Movie229	Theresa Genofrio	mythos/movieland/Mythos-Movieland-TheresaGenofrio.jpg	default	Ally	Steadfast Drug Addict	English	1	0			Movieland		New York	New York								Taken in by the Castevets, she is rehabilitated and made to wear a powerful smelling Tanis Root charm.  "I knew she wouldn't be open minded" - Minnie Castevet	Movieland	Movieland	playerNDeck
Movieland_Movie230	Tilik-Ouk-Kook	mythos/movieland/Mythos-Movieland-TilikOukKook.jpg	default	Ally	Corrupt Bouncer	English & Inuit	3	0			Movieland		Alaska	Juneau								Add one to this card while at any Lodge or Tavern.  Raises all your other defending allies by one point per card.  Cumulative with other allies' command ability.	Movieland	Movieland	playerNDeck
Movieland_Movie231	Trench Sisters	mythos/movieland/Mythos-Movieland-TrenchSisters.jpg	default	Ally	Covenist, Corrupt Cultist, Living Dead	English & Glyphs	2	-2		Unique	Movieland	Past	New York	New York Past								Add two to the value of this card when you have Tanis Root in play.  Can know any one spell.  Bury spell after it is cast.  While Baby's Blood and Flesh in play, can know two spells instead.	Movieland	Movieland	playerNDeck
Movieland_Movie301	Baby's Blood & Flesh	mythos/movieland/Mythos-Movieland-BabysBloodFlesh.jpg	default	Artifact				-2		Unique	Movieland											They killed and ate several young children, including a niece." - Edward 'Hutch' Hutchison	Movieland	Movieland	playerNDeck
Movieland_Movie302	Blunt Object	mythos/movieland/Mythos-Movieland-BluntObject.jpg	default	Artifact	Weapon		1	0														Joins with Allies.  In a desperate attempt to evade her captors, Rosemary uses a telephone as an effective weapon.	Movieland	Movieland	playerNDeck
Movieland_Movie303	Carving Knife	mythos/movieland/Mythos-Movieland-CarvingKnife.jpg	default	Artifact	Weapon		2	0														It slices, it dices!" - Door-to-door salesman	Movieland	Movieland	playerNDeck
Movieland_Movie304	Marijuana	mythos/movieland/Mythos-Movieland-Marijuana.jpg	default	Artifact		Affects Travel Between Dimensions		1														Bury this card to play a Dreamlands Travel card right-side-up on top of your story deck regardless of your current dimension and travel restrictions.	Movieland	Movieland	playerNDeck
Movieland_Movie305	Masonic Barometer	mythos/movieland/Mythos-Movieland-MasonicBarometer.jpg	default	Artifact				-1		Unique	Dreamlands											Bury this card to bury a Storm event in play.  OR  Bury this card to bury a Star event in play.	Movieland	Movieland	playerNDeck
Movieland_Movie306	Mr. Wang's Camera	mythos/movieland/Mythos-Movieland-MrWangsCamera.jpg	default	Artifact				-1		Unique	Movieland											Flip this card to play an Ally from your hand that you or an opponent already has in play.  Regardless of location or attribute requirements.  Other restrictions still apply.	Movieland	Movieland	playerNDeck
Movieland_Movie307	Purse	mythos/movieland/Mythos-Movieland-Purse.jpg	default	Artifact						Unique	Movieland											Discard this card and play an artifact from your hand that would be legal to play at any location in your Story Deck, including Exotic.	Movieland	Movieland	playerNDeck
Movieland_Movie308	Scrabble	mythos/movieland/Mythos-Movieland-Scrabble.jpg	default	Artifact		Affects Your Opponent's Investigator					Movieland											Bury this card to cause one chosen opponent to re-roll their investigator.  That player may play a Travel Event or a new location to not play Scrabble.	Movieland	Movieland	playerNDeck
Movieland_Movie309	Syringe	mythos/movieland/Mythos-Movieland-Syringe.jpg	default	Artifact	Weapon		1	1														It's nothing but a mild sedative to calm you down." - Dr. Abraham Sapirstein, MD	Movieland	Movieland	playerNDeck
Movieland_Movie310	Tanis Root	mythos/movieland/Mythos-Movieland-TanisRoot.jpg	default	Artifact	Enchanted Weapon	Affects Your Allies		-1			Movieland											Also known as Devil's Pepper, Tanis Root is actually a fungus, or some type of mold.  It is given as a gift in the form of a lucky charm for an unsuspecting victim to wear.  The charm is rumoured to be over 300 years old.	Movieland	Movieland	playerNDeck
Movieland_Movie311	Vodka Blush	mythos/movieland/Mythos-Movieland-VodkaBlush.jpg	default	Artifact							Movieland											While this card is in play, all of your Dreamers add one to their value.	Movieland	Movieland	playerNDeck
Movieland_Movie312	Walking Stick	mythos/movieland/Mythos-Movieland-WalkingStick.jpg	default	Artifact						Unique	Movieland											This card has a constant effect.  Raise your investigator's Education by two points, to a maximum of twenty one.	Movieland	Movieland	playerNDeck
Movieland_Movie401	40' Yacht	mythos/movieland/Mythos-Movieland-40Yacht.jpg	default	Event	Artifact, Water, Outside	Travel By Sea					Dreamlands											On a following turn, play a new location featuring water attribute either in the same region or a different region, right-side-up on top of your Story Deck.  This card may only be played if your are currently at a water location.	Movieland	Movieland	playerNDeck
Movieland_Movie402	Aurora Borealis	mythos/movieland/Mythos-Movieland-AuroraBorealis.jpg	default	Event				1			Movieland											Frozen In Time.  It must currently be Night to play this.  When any player plays an adventure card, that player may keep one random Story Deck card in their new Story Deck, not cummulative with other Aurora Borealis in play.  Bury this during the day.	Movieland	Movieland	playerNDeck
Movieland_Movie403	Cab	mythos/movieland/Mythos-Movieland-Cab.jpg	default	Event	Inside	Travel By Land					Movieland											You may remain in the Cab or, immediately play a new location in the same region right-side-up on top of your Story Deck.  During combat, if this is your current location, reduce one chosen directed threat by one point per card.	Movieland	Movieland	playerNDeck
Movieland_Movie404	Coincidence	mythos/movieland/Mythos-Movieland-Coincidence.jpg	default	Event	Threat Event	Affects your current location		-1		Unique	Movieland											You are considered to be at the same location as opponent to which this threat is directed.  Bury this card when revealed if opponent is at an Exotic location or in a different dimension than your own.	Movieland	Movieland	playerNDeck
Movieland_Movie405	Heat Wave	mythos/movieland/Mythos-Movieland-HeatWave.jpg	default	Event	Day																	All investigators in the city must flip over all Allies that do not speak Arabic.  All investigators in the city who do not speak Arabic must pay one sanity when heat wave is played.	Movieland	Movieland	playerNDeck
