databaseId	name	imageUrl	zoomImageUrl	cardBack	type	packName	set	loadGroupId	clan	legal	cost	focus	force	chi	personalHonor	honorReq	goldProduction	provinceStrength	startingHonor	rarity	artist	flavour	text
TDoW069	Moto Jeng-Yun	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MotoJengYunMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MotoJengYunMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	unicorn	open celestial	8		4	2	2	-				r	Florian Stitz	"The Lords of Death teach us discipline. Fear brings chaos, and chaos brings ruin."	<b>Unicorn Clan &#8226; Samurai &#8226; Cavalry &#8226; Commander</b> <br><b>Fear Limited:</b> Target another player's Personality. After the Cavalry Maneuvers Segment this turn, you may assign him, even if he is not at home, to a battlefield where you control one or more units.
TDoW070	Shinjo Chu-Yeung	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShinjoChuYeungMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShinjoChuYeungMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	unicorn	open celestial	10		5	4	3	4				u	MuYoung Kim	"The Empress has sent the Mantis to the Ivory Kingdoms. I trust her wisdom, and I trust that someday the reason why she sent them rather than the children of Lady Shinjo to execute this mission will be made known to us."	<b>Unicorn Clan &#8226; Samurai &#8226; Tactician</b> <br><b>Battle:</b> Ranged 4 Attack.
TDoW071	Shinjo Hwarang - exp	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShinjoHwarangExpMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShinjoHwarangExpMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	unicorn	open celestial	10		5	3	3	0				r	Conceptopolis Studios	"Their leader is exposed. Kill him."	<b>Unicorn Clan &#8226; Samurai &#8226; Cavalry &#8226; Commander &#8226; Experienced &#8226; Unique</b> <br>After Hwarang enters play: Create a 0F <b>Cavalry</b> Follower and attach it to your target Personality. <br><b>Battle:</b> Bow your performing Follower: Destroy or straighten a target card without attachments in a unit.
TDoW072	Shinjo Meng-Do	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShinjoMengDoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShinjoMengDoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	unicorn	open celestial	10		2	2	2	-				c	Albert Tavira	"Yes, we may lose a generation to these wars. But I will gladly sacrifice a generation, if through victory the Empire remains to produce generations more." - Moto Jin-sahn	<b>Unicorn Clan &#8226; Samurai &#8226; Cavalry &#8226; Scout</b> <br><b>Limited:</b> Meng-Do recruits a new scout. Create a 2F/2C/2PH <b>Unicorn Clan &#8226; Samurai &#8226; Cavalry &#8226; Scout</b> Personality.
TDoW073	Shinjo Tobasa	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShinjoTobasaMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ShinjoTobasaMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	unicorn	open celestial	7		4	3	2	-				c	Anthony Grabski	"Strike. Fade. Sow disarray. Engage where you are many and they are few."	<b>Unicorn Clan &#8226; Samurai &#8226; Cavalry</b> <br>Tobasa has -1F while there are any Cavalry units on the enemy side at his battlefield.
TDoW074	Utaku Liu-Xeung	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-UtakuLiuXeungMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-UtakuLiuXeungMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	unicorn	open celestial	8		4	2	3	4				u	Florian Stitz	"Liu-Xeung laughed. Of course they have had time to fortify their position! That is why Lady Yu-Pan sent me, to break their lines!" - Hiruma Todori, notes from the field	<b>Unicorn Clan &#8226; Samurai &#8226; Cavalry &#8226; Battle Maiden &#8226; Paragon</b> <br><b>Reaction:</b> After engaging at Liu-Xeung's battlefield: Give a target Personality or Follower opposing her a Force penalty equal to Liu-Xeung's Personal Honor.
TDoW075	Ieyoshi	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IeyoshiMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-IeyoshiMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty		open celestial	5		4	3	2	0				c	Edwin David	"My allegiance can be bought, but it is absolute."	<b>Samurai &#8226; Hero</b> <br><b>Reaction:</b> After Ieyoshi enters play: Choose a Clan alignment. Permanently give all unaligned copes of Ieyoshi you own, in and out of play, that Clan alignment.
TDoW077	Seppun Ujifusa	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-SeppunUjifusaMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-SeppunUjifusaMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty		open celestial	6		1	3	2	-				c	Florian Stitz	"Yoritomo Utemaro is the most efficient treasurer the Empire could wish for. My worries, it seems, were for nothing."	<b>Samurai &#8226; Banker &#8226; Imperial &#8226; Imperial Bank of Rokugan</b> <br><b>Reaction:</b> When paying a Gold cost, bow Ujifusa: Produce 2 Gold. <br><i>Ujifusa is worth One Koku.</i>
TDoW078	Takaharu	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TakaharuMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TakaharuMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty		open celestial	7		5	4	0	-				u	Edwin David	He bears the name of a killer and acts to preserve its legacy rather than reform it.	<b>Ninja &#8226; Assassin</b> <br><b>Reaction:</b> When another player's Battle action would target a Ninja at Takaharu's battlefield: It targets a different Ninja you control at that battlefield, if legal.
TDoW079	Ujisato	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-UjisatoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-UjisatoMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty	shadowlands	open celestial	5		3	4	0	-				r	Mike Capprotti	"It hungers." - Shahai	<b>Shadowlands &#8226; Nonhuman &#8226; Oni &#8226; Unique &#8226; Devourer of Dreams</b> <br><b>Limited:</b> Give a target Personality a -1C <b>Haunted</b> token. <br><b>Open:</b> Target a dead Personality who was destroyed this turn for having 0 Chi. Remove him from the game. Ujisato feeds on his soul. Give Ujisato a +1F <b>Soul</b> token.
TDoW080	Yukataka no Onna	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-YukatakaNoOnnaMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-YukatakaNoOnnaMaster.jpg	default	Personality	TDoW	TDoW	playerNDynasty		open celestial	5		2	3	1	1				u	Edwin David	"There is blood on the snow."	<b>Nonhuman &#8226; Snow Maiden</b> <br>Yukataka has +1F for each Winter and Forest card in play and in your discard piles. <br><b>Open:</b> Target a Personality. His unit may not assign and he will not move to battlefields <i>(this turn)</i> unless his controller has a Forest or Winter card in play or in his discard piles.
TDoW081	Ancestral Temple	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AncestralTempleMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AncestralTempleMaster.jpg	default	Region	TDoW	TDoW	playerNDynasty		open celestial										r	Alex Drummond	"We face an enemy unlike any the world has ever seen. You may look at one another and wonder, what must we do? Ask instead, what would our ancestors have done? They would fight, and they would win." - Ikoma Hagio	<b>Temple &#8226; Unique</b> <br><b>Limited:</b> Bow your performing Personality and remove your performing dead Personality from the game: Draw a card.
TDoW082	Snow-Covered Plain	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-SnowCoveredPlainMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-SnowCoveredPlainMaster.jpg	default	Region	TDoW	TDoW	playerNDynasty		open celestial										c	Oliver Specht	"It seems so peaceful and quiet. Like so much else in the world, it is a lie. Death awaits just beyond the horizon." - Hida Sozen	<b>Winter</b> <br><b>Battle:</b> Even if you control no units at the current battlefield, destroy this card: A blizzard strikes suddenly. Give the current battlefield's province +2 strength.
TDoW083	Treacherous Defile	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TreacherousDefileMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TreacherousDefileMaster.jpg	default	Region	TDoW	TDoW	playerNDynasty		open celestial										c	Alex Drummond	"A falling mountain crushed one god a thousand years ago," Shigetoshi said. "If needs be, it will happen again."	<b>Mountain</b> <br><b>Battle:</b> Choose your two unbowed performing Personalities who each have a Clan alignment but do not share a Clan alignment: Bow a target enemy attacking Follower or Personality without Followers.
TDoW084	Archery Unit	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ArcheryUnitMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ArcheryUnitMaster.jpg	fate	Follower	TDoW	TDoW	playerNFate		open celestial	3	3	0	0	-	1				c	David Horne	"Their armor is of thickest iron and all-encompassing. They are invulnerable to our arrows save for the smallest of openings. Let us remind the Empire why the Tsuruchi are feared!" - Tsuruchi Nobumoto	<b>Battle:</b> Bow this card: Ranged 4 Attack that is compared against the targeted card's base Force.
TDoW085	Cavalry for Hire	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-CavalryForHireMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-CavalryForHireMaster.jpg	fate	Follower	TDoW	TDoW	playerNFate		open celestial	10	2	7	0	-	1				r	Anthony Grabski	"Show me the coin and a target."	<b>Cavalry</b> <br><b>Reaction:</b> After an action targets a card in this unit: Negate this card's destruction from the action's effects. <br><b>Battle:</b> Move a target enemy Personality home. If the movement failed, bow him.
TDoW086	Fifth Wind Cavalry	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-FifthWindCavalryMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-FifthWindCavalryMaster.jpg	fate	Follower	TDoW	TDoW	playerNFate		open celestial	3	4	2	0	-	2				r	Britt Martin	"We ride not for coin, but in memory of the man you called Hida Otoya. He was among our greatest minds, and his skill put our name upon the lips of the Crab Clan."	<b>Cavalry &#8226; Unique</b> <br>This Personality has <b>Tactician</b>.
TDoW088	Midnight Shadows	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MidnightShadowsMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-MidnightShadowsMaster.jpg	fate	Follower	TDoW	TDoW	playerNFate		open celestial	6	2	4	0	-	0				c	Jeff Himmelmann	"They specialize in striking with a light kiss of death, delivered via shuriken in the dead of night. Ineffective against the Destroyers, but not without uses." - Shosuro Toson	<b>Ninja</b> <br><b>Battle:</b> Ranged 4 Attack. If this targeted a Personality with any Poison tokens, destroy him.
TDoW089	Retired Magistrates	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-RetiredMagistratesMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-RetiredMagistratesMaster.jpg	fate	Follower	TDoW	TDoW	playerNFate		open celestial	2	3	2	0	-	1				u	Marc Scheff	"No, no, no! It should be handled as the Bloodspeaker outbreak in 1117 was. Why, I remember when..."	<b>Magistrate</b> <br><b>Political Reaction:</b> After the resolution of an action this Personality performed, if any player lost Honor from that action: Straighten your target Personality.
TDoW090	Serene Brother	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-SereneBrotherMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-SereneBrotherMaster.jpg	fate	Follower	TDoW	TDoW	playerNFate		open celestial	3	3	2	0	-	1				u	Britt Martin	"Even in the face of devastation, you must seek inner peace. War must not destroy our souls."	<b>Focus Effect:</b> You may add a Ring from your discard pile or hand to your focused cards. If you do, discard this card. <br><b>Battle:</b> Ranged Attack with strength equal to the number of Rings you control plus two.
TDoW091	Stone Guardian	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-StoneGuardianMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-StoneGuardianMaster.jpg	fate	Follower	TDoW	TDoW	playerNFate		open celestial	7	3	6	0	-	0				u	Franz Vohwinkel	"I do not know what that is, but I can see the magic that animates it. Give me but a moment and it will be yours to command, Kalani-sama." - Moshi Kinyo	<b>Nonhuman &#8226; Golem &#8226; Earth</b> <br>Will only attach to a Shugenja. <br>Negate this card's destruction from other players' actions.
TDoW092	Tsume Spearmen	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TsumeSpearmenMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TsumeSpearmenMaster.jpg	fate	Follower	TDoW	TDoW	playerNFate		open celestial	3	2	1	0	-	2				c	Patrick McEvoy	A minor vassal family of the Crane, the Tsume are well known for their skill with the simple spear.	<b>Iron Crane &#8226; Scout</b> <br>This card has +3F while defending. <br><b>Battle:</b> Bow this card: Ranged Attack with strength equal to this card's Force.
TDoW093	Armor of the Loyal Son	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ArmorOfTheLoyalSonMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ArmorOfTheLoyalSonMaster.jpg	fate	Item	TDoW	TDoW	playerNFate		open celestial	4	4	+3	+0						r	Angga Satriohadi	Its tale of woe continues on unhindered.	<b>Armor &#8226; Cursed &#8226; Unique</b> <br>Before an action destroys this Personality, this card, or both, if this card is unbowed: Destroy another of your Personalities with the same Clan alignment as this Personality. If this destroyed a Personality, negate the action's destruction of this Personality and this card.
TDoW094	Daisho	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DaishoMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DaishoMaster.jpg	fate	Item	TDoW	TDoW	playerNFate		open celestial	4	4	+2	+1						c	Veronica V. Jones	The katana and wakizashi are symbols of a noble of the samurai caste. Each blade remains priceless for what it represents, more than for their value in war.	<b>Weapon</b> <br><b>Reaction:</b> After this card enters play, if this Personality may attach two Weapons: Create a +1F/+1C <b>Wakizashi &#8226; Weapon</b> Item and attach it to him <i>(if legal)</i>.
TDoW095	Dependable Gear	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DependableGearMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DependableGearMaster.jpg	fate	Item	TDoW	TDoW	playerNFate		open celestial	4	2	+3	+0						c	Angga Satriohadi	"I have worn it into war a dozen times. It may be ugly and scarred from battle, but it keeps me alive." - Kaiu Kyoka	<b>Armor</b> <br><b>Reaction:</b> After another player's Battle action targets this Personality: Negate either the action's effects that move him or the action's effects that bow him.
TDoW097	Impromptu Weapon	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ImpromptuWeaponMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ImpromptuWeaponMaster.jpg	fate	Item	TDoW	TDoW	playerNFate		open celestial	0	4	+0	-1						u	Ancor Gil Hernandez	"I need no steel to deal with the likes of you."	<b>Weapon</b> <br>After this Personality enters a duel: He loses <b>Duelist</b> until after the duel ends. <br><b>Reaction:</b> After the resolution of an action that created a duel which this Personality won: Gain 3 Honor.
TDoW098	Tsangusuri	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TsangusuriMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-TsangusuriMaster.jpg	fate	Item	TDoW	TDoW	playerNFate		open celestial	0	1	+0	+0						c	Erich Schreiner	The Asahina are the masters of forging powerful fetishes and have remained so for generations. Others are eager to challenge that title.	<b>Nemuranai</b> <br><b>Reaction:</b> Even if this card is bowed, after it bows or is destroyed: Straighten this Personality.
TDoW100	All Water Flows	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AllWaterFlows.png	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-AllWaterFlows.png	fate	Spell	TDoW	TDoW	playerNFate		open celestial	0	3								c	Andy Hepworth	"All energy exists among the kami. It can be moved and shared among those who can wield it properly." - Moshi Awako	<b>Water</b> <br><b>Battle:</b> Bow this card: Bow a target enemy card without attachments. If this Shugenja is Water, give him a Force bonus equal to the enemy card's base Force.
TDoW101	Castle of Earth	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-CastleOfEarthMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-CastleOfEarthMaster.jpg	fate	Spell	TDoW	TDoW	playerNFate		open celestial	0	4								c	Luis Nu&#241;ez de Castro	"Rest, cousins," Emori said. "The respite is brief, but enjoy it while you can."	<b>Earth</b> <br>This Shugenja has +1F while he is Earth. <br><b>Battle:</b> Bow this Shugenja or one of your Rings: Increase or reduce this battlefield's province's strength by 4.
TDoW102	Consumption by Fire	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ConsumptionByFireMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-ConsumptionByFireMaster.jpg	fate	Spell	TDoW	TDoW	playerNFate		open celestial	2	2								r	Oliver Specht	"The cold of winter only increases the potency of fire." - Tamori Wotan	<b>Fire</b> <br>This Shugenja has +2F while he is Fire. <br><b>Battle:</b> Bow this card, and destroy it unless the targeted card is at the current battlefield: Ranged 3 Attack that may target a card in the Defender's home.
TDoW103	Drawing the Void	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DrawingTheVoidMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-DrawingTheVoidMaster.jpg	fate	Spell	TDoW	TDoW	playerNFate		open celestial	1	4								c	Luis Nu&#241;ez de Castro	"There is so much beyond the world that mortals know," Kimi whispered.	<b>Void</b> <br>Attaches to a Void Shugenja paying 1 less Gold. <br><b>Open:</b> Bow this card: Before the next time this turn you draw a card, you may draw it from the bottom of your deck.
TDoW104	Guardian of Earth	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-GuardianOfEarthMaster.jpg	legend-of-the-five-rings/tdow/LegendOfTheFiveRings-TDoW-GuardianOfEarthMaster.jpg	fate	Spell	TDoW	TDoW	playerNFate		open celestial	4	3								u	Luis Nu&#241;ez de Castro	"We must spare the lives of our men when we can," Ochiai said. "Emori, if you please."	<b>Earth</b> <br><b>Open:</b> Bow this Shugenja unless he is Earth and destroy this card: Create a 4F/0C/0PH <b>Nonhuman &#8226; Golem &#8226; Earth &#8226; Samurai &#8226; Yojimbo</b> Personality with the trait "Will not be destroyed for having 0 Chi."
