databaseId	name	imageUrl	cardBack	type	category	set	officialSet	brigade	strength	toughness	class	identifier	rarity	reference	alignment	legality	text	loadGroupId
GoC__146-Martha	Martha, the Diligent / Martha of Bethany (GoC)	redemption/goc/Redemption-GoC-MarthaTheDiligentMarthaOfBethanyGoC.jpg	default	Hero	Hero	GoC	Gospel of Christ	White/Clay	4 (5)	5 (4)	Star	Bethany, Gospel, Jerusalem	Common	Luke 10:38	Good	Rotation	STAR: Topdeck a N.T. Artifact from Reserve. / H: Opponent must reserve an evil card from hand. May band to Lazarus. Bethany Heroes cannot be negated in battle.	playerNDeck
Main__Mary_(BU)	Mary (B)	redemption/main/Redemption-Main-MaryB.jpg	default	Hero	Hero	Main	Main	White	6	6			Rare	Luke 1:46-48	Good			playerNDeck
2E__Mary_(DU)	Mary (D)	redemption/2e/Redemption-2E-MaryD.jpg	default	Hero	Hero	2E	2nd Edition	White	6	7			Deck	Luke 1:46-48	Good			playerNDeck
2ER__Mary_(DU)	Mary (DU)	redemption/2er/Redemption-2ER-MaryDU.jpg	default	Hero	Hero	2ER	2nd Edition Revised	White	6	7			Deck	Luke 1:46-48	Good			playerNDeck
Pmo-P1__Mary_(Promo)	Mary (Promo)	redemption/pmo-p1/Redemption-PmoP1-MaryPromo.jpg	default	Hero	Hero	Pmo-P1	Promo	White	6	6			Promo	Luke 1:46-48	Good		This card increases 3/3 if played in December.	playerNDeck
Main UL__Mary_(BU)	Mary (UL)	redemption/main-ul/Redemption-MainUL-MaryUL.jpg	default	Hero	Hero	Main UL	Main Unlimited	White	6	6			Ultra Rare	Luke 1:46-48	Good			playerNDeck
Di__Mary_Magdalene_(Di)	Mary Magdalene (Di)	redemption/di/Redemption-Di-MaryMagdaleneDi.jpg	default	Hero	Hero	Di	Disciples	White	7	6			Fixed	John 20:15-16	Good		Negate special abilities on demons.  Immune to demons.	playerNDeck
Wom__Mary_Magdalene_(Wo)	Mary Magdalene (Wo)	redemption/wom/Redemption-Wom-MaryMagdaleneWo.jpg	default	Hero	Hero	Wom	Women	Blue	7	6			Common	John 20:15-16	Good		Character is immune from all demon Evil Characters and enhancement cards connected with demons.	playerNDeck
TEC__Mary_Mother_of_Mark_(EC)	Mary Mother of Mark	redemption/tec/Redemption-TEC-MaryMotherOfMark.jpg	default	Hero	Hero	TEC	Early Church	Clay	7	6		[X = # of Jerusalem Heroes in play] Jerusalem	Common	Acts 12:2	Good	Rotation	You may release up to X captured humans. Convert each N.T. Evil Character released this way to a clay brigade Jerusalem Hero.	playerNDeck
Wom__Mary_of_Bethany_(Wo)	Mary of Bethany	redemption/wom/Redemption-Wom-MaryOfBethany.jpg	default	Hero	Hero	Wom	Women	Gold	7	5			Common	Luke 10:39	Good		Character may band with Martha.	playerNDeck
GoC__139-Mary-of-Bethany-R	Mary of Bethany / Mary, the Attentive (GoC)	redemption/goc/Redemption-GoC-MaryOfBethanyMaryTheAttentiveGoC.jpg	default	Hero	Hero	GoC	Gospel of Christ	White/Clay	10 (11)	11 (10)	Territory, Star	Bethany, Gospel, Jerusalem	Rare	Luke 10:39	Good	Rotation	STAR: Topdeck a Gospel Hero from deck. / H: Negate other characters in territories. While in battle, restrict evil Dominants. May band to Martha.	playerNDeck
RoA__Mary_the_Mother_of_James_(RA)	Mary the Mother of James	redemption/roa/Redemption-RoA-MaryTheMotherOfJames.jpg	default	Hero	Hero	RoA	Rock of Ages	White	7	6			Fixed	Mark 16:1	Good		May band to Salome, Mary Magdalene, and/or Joanna. Cannot be negated if The Garden Tomb is in play.	playerNDeck
LoC__LoC_111-Mary-R	Mary, Faithful Servant / Mary, Mother of Christ (LoC)	redemption/loc/Redemption-LoC-MaryFaithfulServantMaryMotherOfChristLoC.jpg	default	Hero	Hero	LoC	Lineage of Christ	Red	5(6)	10(7)	Territory, Star		Rare	Luke 1:27	Good	Rotation	STAR: Topdeck a red card from Reserve. TOP: While you do not control a good Enhancement in battle, protect your meek Heroes from harm. BOTTOM: Meek	playerNDeck
GoC__150-Mary-R	Mary, Holy Virgin / Mary, Willing Servant (GoC)	redemption/goc/Redemption-GoC-MaryHolyVirginMaryWillingServantGoC.jpg	default	Hero	Hero	GoC	Gospel of Christ	White (Clay)	1(3)	3(1)		Jerusalem, Nativity, Prophet, (top) Unity: Heroes (Gospel)	Rare	Luke 1:38	Good	Rotation	TOP: You may negate and reserve an evil or neutral card in a territory. You may take a * card from Reserve. You may convert this card to meek. Cannot be negated. BOTTOM: Meek	playerNDeck
GoC__147-Mary-MoJ-R	Mary, Mother of James / Mary, the Caregiver (GoC)	redemption/goc/Redemption-GoC-MaryMotherOfJamesMaryTheCaregiverGoC.jpg	default	Hero	Hero	GoC	Gospel of Christ	White/Clay	3 (10)	10 (3)		Empty Tomb, Gospel, Jerusalem	Rare	Mark 16:1	Good	Rotation	If blocked from hand, good Gospel Enhancements cannot be negated. You may convert this card to meek to band to any number of empty tomb females.	playerNDeck
GoC__143-Mary-Magdalene	Mary, the Restored / Mary Magdalene (GoC)	redemption/goc/Redemption-GoC-MaryTheRestoredMaryMagdaleneGoC.jpg	default	Hero	Hero	GoC	Gospel of Christ	White/Clay	7 (6)	6 (7)		Empty Tomb, Gospel, Jerusalem	Common	John 20:18	Good	Rotation	If blocked from hand, you may take a good N.T. card from deck. You may convert this card to meek to negate characters (except empty tomb Heroes) and Enhancements.	playerNDeck
Pmo-P1__Mary's_Prophetic_Act_(Promo)	Mary's Prophetic Act	redemption/pmo-p1/Redemption-PmoP1-MarysPropheticAct.jpg	default	Good Enhancement	Good Enhancement	Pmo-P1	Promo	Gold					Promo		Good		Search any draw pile for one evil Dominant card and discard it.	playerNDeck
RR__137-Marys-Prophetic-Act	Mary’s Prophetic Act (Roots)	redemption/rr/Redemption-RR-MarysPropheticActRoots.jpg	default	Good Enhancement	Good Enhancement	RR	Roots	White	2	3	Territory	Gospel		John 12:3	Good	Rotation	You may reserve an evil card from opponent’s deck. If played in battle, you may reserve this card.	playerNDeck
FoOF__Mary's_Seven_Demons_(FF)	Mary's Seven Demons	redemption/foof/Redemption-FoOF-MarysSevenDemons.jpg	default	Evil Character	Evil Character	FoOF	Faith of Our Fathers	Orange	7	7		Demon	Fixed	Mark 16:9	Evil		For each card in opponent's hand over 7, reveal a card from the bottom of your deck. Take the evil cards into hand.	playerNDeck
War__Mask_of_Arrogance_(Wa)	Mask of Arrogance	redemption/war/Redemption-War-MaskOfArrogance.jpg	default	Evil Enhancement	Evil Enhancement	War	Warriors	Brown	3	4			Rare	Proverbs 29:23	Evil		The effect of the last enhancement card played is interrupted and prevented.	playerNDeck
RR__166-Mask-of-Arrogance	Mask of Arrogance (Roots)	redemption/rr/Redemption-RR-MaskOfArroganceRoots.jpg	default	Evil Enhancement	Evil Enhancement	RR	Roots	Brown	3	3				Proverbs 29:23	Evil	Rotation	Interrupt the battle. You may draw 3 and play an evil Enhancement.	playerNDeck
War__Mask_of_Fear_(Wa)	Mask of Fear	redemption/war/Redemption-War-MaskOfFear.jpg	default	Evil Enhancement	Evil Enhancement	War	Warriors	Gold	2	3			Rare	I John 4:18	Evil		All special abilities on Character cards and enhancement cards except this one are interrupted and prevented.  Battle is determined by the numbers.	playerNDeck
GoC__LR71-Mask-of-Fear	Mask of Fear (GoC)	redemption/goc/Redemption-GoC-MaskOfFearGoC.jpg	default	Evil Enhancement	Evil Enhancement	GoC	Gospel of Christ	Gold	2	3			Legacy Rare	I John 4:18	Evil	Rotation	Negate characters and other Enhancements.	playerNDeck
RR__222-Mask-of-Fear	Mask of Fear (Roots)	redemption/rr/Redemption-RR-MaskOfFearRoots.jpg	default	Evil Enhancement	Evil Enhancement	RR	Roots	Pale Green	1	5				I John 4:18	Evil	Rotation	Interrupt the battle. You may draw 3 and play an evil Enhancement.	playerNDeck
War__Mask_of_Pride_(Wa)	Mask of Pride	redemption/war/Redemption-War-MaskOfPride.jpg	default	Evil Enhancement	Evil Enhancement	War	Warriors	Gray	3	4			Rare	Proverbs 16:5	Evil		Remove any Silver Brigade Hero from the game.	playerNDeck
RR__192-Mask-of-Pride	Mask of Pride (Roots)	redemption/rr/Redemption-RR-MaskOfPrideRoots.jpg	default	Evil Enhancement	Evil Enhancement	RR	Roots	Gray	6	0				Proverbs 16:5	Evil	Rotation	Interrupt the battle. You may draw 3 and play an evil Enhancement.	playerNDeck
War__Mask_of_Self-glorification_(Wa)	Mask of Self-glorification	redemption/war/Redemption-War-MaskOfSelfGlorification.jpg	default	Evil Enhancement	Evil Enhancement	War	Warriors	Black	2	3			Rare	Matthew 23:24	Evil		Discard one active Artifact.	playerNDeck
RR__151-Mask-of-Self-Glorification	Mask of Self-glorification (Roots)	redemption/rr/Redemption-RR-MaskOfSelfGlorificationRoots.jpg	default	Evil Enhancement	Evil Enhancement	RR	Roots	Black	5	1		Gospel		Matthew 23:24	Evil	Rotation	Interrupt the battle. You may draw 3 and play an evil Enhancement.	playerNDeck
War__Mask_of_Vanity_(Wa)	Mask of Vanity	redemption/war/Redemption-War-MaskOfVanity.jpg	default	Evil Enhancement	Evil Enhancement	War	Warriors	Crimson	0	3			Common	Psalm 62:9	Evil		Each opponent must discard one unoccupied Site.  If this causes the rescuer to lose access, rescue attempt fails.	playerNDeck
RR__179-Mask-of-Vanity	Mask of Vanity (Roots)	redemption/rr/Redemption-RR-MaskOfVanityRoots.jpg	default	Evil Enhancement	Evil Enhancement	RR	Roots	Crimson	2	4				Psalm 62:9	Evil	Rotation	Interrupt the battle. You may draw 3 and play an evil Enhancement.	playerNDeck
War__Mask_of_Worldliness_(Wa)	Mask of Worldliness	redemption/war/Redemption-War-MaskOfWorldliness.jpg	default	Evil Enhancement	Evil Enhancement	War	Warriors	Crimson					Rare	James 4:4	Evil		Evil Character may use evil enhancements from any brigade color until end of battle.	playerNDeck
RR__208-Mask-of-Worldliness	Mask of Worldliness (Roots)	redemption/rr/Redemption-RR-MaskOfWorldlinessRoots.jpg	default	Evil Enhancement	Evil Enhancement	RR	Roots	Orange	4	2				James 4:4	Evil	Rotation	Interrupt the battle. You may draw 3 and play an evil Enhancement.	playerNDeck
AW__Masquerading_(AW)	Masquerading	redemption/aw/Redemption-AW-Masquerading.jpg	default	Evil Enhancement	Evil Enhancement	AW	Angel Wars	Crimson					Common	II Corinthians 11:14	Evil		Place this card on a demon.  While this card remains, Three Nails does not prevent this demon from blocking, and this demon cannot be ignored.	playerNDeck
Ap__Massacre_of_Innocents_(Ap)	Massacre of Innocents (Ap)	redemption/ap/Redemption-Ap-MassacreOfInnocentsAp.jpg	default	Evil Enhancement	Evil Enhancement	Ap	Apostles	Gray	3	3			Uncommon	Matthew 2:16	Evil		Discard all male Heroes in play with a toughness of (*/3) or less.	playerNDeck
Di__Massacre_of_Innocents_(Di)	Massacre of Innocents (Di)	redemption/di/Redemption-Di-MassacreOfInnocentsDi.jpg	default	Evil Enhancement	Evil Enhancement	Di	Disciples	Gold	2	2			Fixed	Matthew 2:16	Evil		Discard all male human Heroes with strength 6 or less (except warrior class).  Cannot be prevented if used by a Pharaoh or a Herod.	playerNDeck
GoC__222-Massacre-of-Innocents-R	Massacre of Innocents (GoC)	redemption/goc/Redemption-GoC-MassacreOfInnocentsGoC.jpg	default	Evil Enhancement	Evil Enhancement	GoC	Gospel of Christ	Gold	2	2	Star		Rare	Matthew 2:16	Evil	Rotation	STAR: Reserve the top card of a deck. / EE: Reserve all Heroes in battle. If used by a Herod, reserve all Heroes in territories.	playerNDeck
LoC__LoC_173-Mattan	Mattan, Priiest of Baal (LoC)	redemption/loc/Redemption-LoC-MattanPriiestOfBaalLoC.jpg	default	Evil Character	Evil Character	LoC	Lineage of Christ	Brown/Gray	2	3		Priest, Prophet	Common	II Chronicles 23:17	Evil	Rotation	You may look at the top card of a deck: You may exchange it with the bottom card of that deck. You may draw 1. Cannot be negated if a meek Lost Soul is in play.	playerNDeck
LoC__LoC_072-Matthan	Matthan, the Defender / Matthan, the Denigrated (LoC)	redemption/loc/Redemption-LoC-MatthanTheDefenderMatthanTheDenigratedLoC.jpg	default	Hero	Hero	LoC	Lineage of Christ	Gold/Red (Gold/Red)	6(6)	6(5)	Warrior, Star	O.T., Postexilic, X = # of your meek postexilic Heroes (O.T., Postexilic)	Common	Matthew 1:15	Good	Rotation	STAR: Resurrect a postexilic Hero. TOP: Negate gray humans. You may play a Lost Soul from a deck or draw X (limit 3). Cannot be negated. BOTTOM: Meek	playerNDeck
Ap__Matthew_(Levi)_(Ap)	Matthew (Levi) (Ap)	redemption/ap/Redemption-Ap-MatthewLeviAp.jpg	default	Hero	Hero	Ap	Apostles	Green	7	7			Uncommon	Luke 6:13-16	Good		Hero has first strike ability.	playerNDeck
Di__Matthew_(Levi)_(Di)	Matthew (Levi) (Di)	redemption/di/Redemption-Di-MatthewLeviDi.jpg	default	Hero	Hero	Di	Disciples	Purple	7	7		Disciple, X = # of your good Disciples in play	Fixed	Luke 6:13-16	Good		You may draw up to X cards (limit 3) or search discard pile for a good Enhancement with a Matthew reference and place it beneath deck.	playerNDeck
GoC__112-Matthew	Matthew the Publican / Matthew (Levi) (GoC)	redemption/goc/Redemption-GoC-MatthewThePublicanMatthewLeviGoC.jpg	default	Hero	Hero	GoC	Gospel of Christ	Purple (Clay)	6(4)	4(6)		Disciple, Jerusalem, Martyr, Missionary, X = # of brigades revealed	Common	Luke 5:27	Good	Rotation	TOP: You may convert this card to meek or reveal a good Dominant from hand. If you do, you may reveal opponent’s hand: Draw X. Cannot be interrupted. BOTTOM: Meek	playerNDeck
LoC__009-Matthews-Begats-UR-Plus	Matthew’s Begats (LoC Plus)	redemption/loc/Redemption-LoC-MatthewsBegatsLoCPlus.jpg	default	Artifact	Artifact	LoC	Lineage of Christ				Star	May be activated on a meek red Hero	Ultra Rare	Matthew 1:1	Neutral	Rotation	STAR: Reveal hand: If there is no Hero, take a meek Hero from deck or Reserve. ART: Once per battle, if an opponent defeats your meek Hero, you may add a Hero to battle. Cannot be negated.	playerNDeck
LoC__LoC_009-Matthews-Begats-UR	Matthew’s Begats (LoC)	redemption/loc/Redemption-LoC-MatthewsBegatsLoC.jpg	default	Artifact	Artifact	LoC	Lineage of Christ				Star	May be activated on a meek red Hero	Ultra Rare	Matthew 1:1	Neutral	Rotation	STAR: Reveal hand: If there is no Hero, take a meek Hero from deck or Reserve. ART: Once per battle, if an opponent defeats your meek Hero, you may add a Hero to battle. Cannot be negated.	playerNDeck
Ap__Matthias_(Ap)	Matthias (Ap)	redemption/ap/Redemption-Ap-MatthiasAp.jpg	default	Hero	Hero	Ap	Apostles	Gold	7	7			Common	Acts 1:24-26	Good			playerNDeck
TEC__Matthias_(EC)	Matthias (EC)	redemption/tec/Redemption-TEC-MatthiasEC.jpg	default	Hero	Hero	TEC	Early Church	Clay	7	7		Disciple, Jerusalem, Martyr, Missionary	Common	Acts 1:26	Good	Rotation	Search deck or discard pile for The Holy Spirit and play it. May use purple N.T. Enhancements. Cannot be negated.	playerNDeck
GoC__117-Matthias	Matthias (GoC)	redemption/goc/Redemption-GoC-MatthiasGoC.jpg	default	Hero	Hero	GoC	Gospel of Christ	Purple (Clay)	X(7)	3(7)		Disciple, Jerusalem, Martyr, Missionary (top) X = # of your disciples	Common	Acts 1:26	Good	Rotation	TOP: You may convert this card to meek to bounce a character. You may reveal a good Dominant from hand to look at the top X cards of deck: Take up to 1 and underdeck the rest. BOTTOM: Meek	playerNDeck
TxP__Mayhem_(TxP)	Mayhem	redemption/txp/Redemption-TxP-Mayhem.jpg	default	Dominant	Dominant	TxP	Thesaurus ex Preteritus						Fixed	Isaiah 59:7	Evil		Each player must shuffle hand into deck to draw six.	playerNDeck
Pmo-P2__Mayhem-2020-P	Mayhem (2020 Promo)	redemption/pmo-p2/Redemption-PmoP2-Mayhem2020Promo.jpg	default	Dominant	Dominant	Pmo-P2	Promo						Promo	Isaiah 59:7	Evil	Rotation	Each player must shuffle their hand, or 6 cards at random from hand. Each player who does must draw 6.	playerNDeck
FoM__116-Mayhem	Mayhem (FoM)	redemption/fom/Redemption-FoM-MayhemFoM.jpg	default	Dominant	Dominant	FoM	Fall of Man						Legacy Rare	Isaiah 59:7	Evil	Rotation	Each player must shuffle their hand or 6 cards at random from hand. Each player who does must draw 6.	playerNDeck
Prp__Measuring_Line_(Pr)	Measuring Line	redemption/prp/Redemption-Prp-MeasuringLine.jpg	default	Good Enhancement	Good Enhancement	Prp	Prophets	Blue	3	2			Common	Zechariah 2:1	Good			playerNDeck
IR__071-Medad	Medad	redemption/ir/Redemption-IR-Medad.jpg	default	Hero	Hero	IR	Israel's Rebellion	White	1	2		Wilderness	Common	Numbers 11:26	Good	Rotation	Protect wilderness Heroes from discard abilities. You may exchange this card with a wilderness Hero from deck or play a Lost Soul from a deck.	playerNDeck
Wom__Media_(Wo)	Media	redemption/wom/Redemption-Wom-Media.jpg	default	Site	Site	Wom	Women	White					Common	II Kings 18:11	Neutral			playerNDeck
1EU__Meditation_(BU)	Meditation (B)	redemption/1eu/Redemption-1EU-MeditationB.jpg	default	Good Enhancement	Good Enhancement	1EU	1st Edition Unlimited	Purple					Deck	Joshua 1:8	Good		Set Hero aside.  Hero gains 1/1 for every turn Hero meditates.  Discard after Hero returns.	playerNDeck
Pmo-P1__Meditation_(Promo)	Meditation (Promo)	redemption/pmo-p1/Redemption-PmoP1-MeditationPromo.jpg	default	Good Enhancement	Good Enhancement	Pmo-P1	Promo	Purple					Promo	Joshua 1:8	Good		Set Hero aside.  Hero gains 1/1 for every turn Hero meditates.  Discard after Hero returns.	playerNDeck
CoW__Medium_in_Endor_(CoW)	Medium in Endor	redemption/cow/Redemption-CoW-MediumInEndor.jpg	default	Evil Character	Evil Character	CoW	Cloud of Witnesses	Brown/Pale Green	7	8		Magician	Common	I Samuel 28:7	Evil	Rotation	If blocking you may exchange a Hero in battle with a Hero in opponent's territory or discard pile. Cannot be prevented if King Saul is in play.	playerNDeck
CoW (AB)__CoW_AB_N92-Medium-in-Endor	Medium in Endor (CoW AB)	redemption/cow-ab/Redemption-CoWAB-MediumInEndorCoWAB.jpg	default	Evil Character	Evil Character	CoW (AB)	Cloud of Witnesses (Alternate Border)	Brown/Pale Green	7	8		Magician	Common	I Samuel 28:7	Evil	Rotation	If blocking you may exchange a Hero in battle with a Hero in opponent's territory or discard pile. Cannot be prevented if King Saul is in play.	playerNDeck
Main__Meekness_of_Isaac_(UL)	Meekness of Isaac (L)	redemption/main/Redemption-Main-MeeknessOfIsaacL.jpg	default	Good Enhancement	Good Enhancement	Main	Main	White	1	1			Rare	Genesis 22:9	Good		Hero ignores Gold Brigade.	playerNDeck
Main UL__Meekness_of_Isaac_(UL)	Meekness of Isaac (UL)	redemption/main-ul/Redemption-MainUL-MeeknessOfIsaacUL.jpg	default	Good Enhancement	Good Enhancement	Main UL	Main Unlimited	White	1	1			Rare	Genesis 22:9	Good		Hero ignores Gold Brigade.	playerNDeck
10A__Meeting_in_the_Wilderness_(G)	Meeting in the Wilderness	redemption/10a/Redemption-10A-MeetingInTheWilderness.jpg	default	Good Enhancement	Good Enhancement	10A	10th Anniversary	Green					Deck	Exodus 4:27	Good		Set two heroes aside for 2 turns.  Both heroes return with abilities increased 3/3.	playerNDeck
TxP__Meeting_the_Messiah_(TxP)	Meeting the Messiah	redemption/txp/Redemption-TxP-MeetingTheMessiah.jpg	default	Good Enhancement	Good Enhancement	TxP	Thesaurus ex Preteritus	Gold	2	2	Territory		Fixed	John 4:42	Good		If used by a Luke or John Hero, convert a human Evil Character to a gold Hero. Its owner must draw two cards.	playerNDeck
GoC__103-Meeting-the-Messiah	Meeting the Messiah (GoC)	redemption/goc/Redemption-GoC-MeetingTheMessiahGoC.jpg	default	Good Enhancement	Good Enhancement	GoC	Gospel of Christ	Gold	2	2	Territory		Common	John 4:42	Good	Rotation	You may take a good Gospel card from Reserve. Reserve evil non-humans (and convert evil humans) in battle. Cannot be prevented if used by a Samaritan.	playerNDeck
